Bean Exports,Bean Imports,Exports,Imports,Roast & Ground Exports,Roast & Ground Imports,Soluble Exports,Soluble Imports,Total Distribution,Production,Country,id,Year
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1960
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1961
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1962
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1963
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1964
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1965
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1966
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1967
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1968
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1969
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1970
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1971
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1972
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1973
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1974
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1975
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1976
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1977
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1978
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1979
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1980
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1981
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1982
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1983
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1984
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1985
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1986
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1987
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1988
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1989
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1990
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1991
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1992
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1993
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1994
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1995
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1996
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1997
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1998
0,0,0,0,0,0,0,0,0,0,Albania,ALB,1999
0,0,0,0,0,0,0,0,0,0,Albania,ALB,2000
0,0,0,0,0,0,0,0,0,0,Albania,ALB,2001
0,0,0,0,0,0,0,0,0,0,Albania,ALB,2002
0,0,0,0,0,0,0,0,0,0,Albania,ALB,2003
0,0,0,0,0,0,0,0,0,0,Albania,ALB,2004
0,80,0,80,0,0,0,0,80,0,Albania,ALB,2005
0,70,0,70,0,0,0,0,70,0,Albania,ALB,2006
0,80,0,80,0,0,0,0,80,0,Albania,ALB,2007
0,90,0,90,0,0,0,0,90,0,Albania,ALB,2008
0,75,0,75,0,0,0,0,75,0,Albania,ALB,2009
0,85,0,85,0,0,0,0,85,0,Albania,ALB,2010
0,100,0,100,0,0,0,0,100,0,Albania,ALB,2011
0,75,0,75,0,0,0,0,75,0,Albania,ALB,2012
0,90,0,90,0,0,0,0,90,0,Albania,ALB,2013
0,100,0,100,0,0,0,0,100,0,Albania,ALB,2014
0,100,0,100,0,0,0,0,100,0,Albania,ALB,2015
0,105,0,105,0,0,0,0,105,0,Albania,ALB,2016
0,105,0,105,0,0,0,0,105,0,Albania,ALB,2017
0,100,0,100,0,0,0,0,100,0,Albania,ALB,2018
0,90,0,90,0,0,0,0,90,0,Albania,ALB,2019
0,100,0,100,0,0,0,0,100,0,Albania,ALB,2020
0,85,0,85,0,0,0,0,85,0,Albania,ALB,2021
0,70,0,70,0,0,0,0,70,0,Albania,ALB,2022
0,60,0,60,0,0,0,0,60,0,Albania,ALB,2023
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1960
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1961
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1962
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1963
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1964
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1965
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1966
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1967
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1968
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1969
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1970
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1971
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1972
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1973
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1974
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1975
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1976
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1977
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1978
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1979
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1980
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1981
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1982
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1983
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1984
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1985
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1986
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1987
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1988
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1989
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1990
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1991
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1992
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1993
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1994
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1995
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1996
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1997
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1998
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,1999
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,2000
0,0,0,0,0,0,0,0,0,0,Algeria,DZA,2001
0,1800,0,1805,0,0,0,5,1805,0,Algeria,DZA,2002
0,1960,0,1970,0,0,0,10,1970,0,Algeria,DZA,2003
0,1920,0,1930,0,0,0,10,1930,0,Algeria,DZA,2004
0,2075,0,2085,0,0,0,10,2085,0,Algeria,DZA,2005
0,1825,0,1840,0,0,0,15,1840,0,Algeria,DZA,2006
0,2025,0,2050,0,0,0,25,2050,0,Algeria,DZA,2007
0,2045,0,2070,0,0,0,25,2070,0,Algeria,DZA,2008
0,2060,0,2080,0,0,0,20,2080,0,Algeria,DZA,2009
0,1770,0,1815,0,0,0,45,1815,0,Algeria,DZA,2010
0,2240,0,2270,0,0,0,30,2270,0,Algeria,DZA,2011
0,1915,0,1945,0,0,0,30,1945,0,Algeria,DZA,2012
0,2265,0,2300,0,0,0,35,2300,0,Algeria,DZA,2013
0,2165,0,2195,0,0,0,30,2195,0,Algeria,DZA,2014
0,2275,0,2320,0,0,0,45,2320,0,Algeria,DZA,2015
0,2165,0,2205,0,0,0,40,2205,0,Algeria,DZA,2016
0,2270,0,2300,0,0,0,30,2300,0,Algeria,DZA,2017
0,2300,0,2340,0,0,0,40,2340,0,Algeria,DZA,2018
0,2000,0,2040,0,0,0,40,2040,0,Algeria,DZA,2019
0,2200,0,2240,0,0,0,40,2240,0,Algeria,DZA,2020
0,2050,0,2090,0,0,0,40,2090,0,Algeria,DZA,2021
0,2000,0,2050,0,0,0,50,2050,0,Algeria,DZA,2022
0,1900,0,1950,0,0,0,50,1950,0,Algeria,DZA,2023
1582,0,1582,0,0,0,0,0,3317,2500,Angola,AGO,1960
1950,0,1950,0,0,0,0,0,4475,2800,Angola,AGO,1961
2614,0,2614,0,0,0,0,0,4962,2500,Angola,AGO,1962
2434,0,2434,0,0,0,0,0,4975,2691,Angola,AGO,1963
2305,0,2305,0,0,0,0,0,4961,2487,Angola,AGO,1964
2696,0,2696,0,0,0,0,0,5643,3057,Angola,AGO,1965
2599,0,2599,0,0,0,0,0,6566,3691,Angola,AGO,1966
3432,0,3432,0,0,0,0,0,7350,3458,Angola,AGO,1967
3199,0,3199,0,0,0,0,0,7365,3525,Angola,AGO,1968
2976,0,2976,0,0,0,0,0,7453,3368,Angola,AGO,1969
3016,0,3016,0,0,0,0,0,7186,2794,Angola,AGO,1970
3019,0,3019,0,0,0,0,0,7961,3880,Angola,AGO,1971
3097,0,3097,0,0,0,0,0,8913,4063,Angola,AGO,1972
4135,0,4135,0,0,0,0,0,9266,3547,Angola,AGO,1973
2961,0,2961,0,0,0,0,0,8234,3192,Angola,AGO,1974
2600,0,2600,0,0,0,0,0,6300,1100,Angola,AGO,1975
1123,0,1123,0,0,0,0,0,4651,1011,Angola,AGO,1976
963,0,963,0,0,0,0,0,4396,920,Angola,AGO,1977
1245,0,1245,0,0,0,0,0,3998,613,Angola,AGO,1978
1012,0,1012,0,0,0,0,0,2968,260,Angola,AGO,1979
661,0,661,0,0,0,0,0,2502,586,Angola,AGO,1980
850,0,850,0,0,0,0,0,2192,392,Angola,AGO,1981
620,0,620,0,0,0,0,0,1630,330,Angola,AGO,1982
440,0,440,0,0,0,0,0,1227,260,Angola,AGO,1983
340,0,340,0,0,0,0,0,973,230,Angola,AGO,1984
362,0,362,0,0,0,0,0,838,250,Angola,AGO,1985
277,0,277,0,0,0,0,0,680,250,Angola,AGO,1986
205,0,205,0,0,0,0,0,380,270,Angola,AGO,1987
129,0,129,0,0,0,0,0,330,200,Angola,AGO,1988
97,0,97,0,0,0,0,0,328,170,Angola,AGO,1989
80,0,80,0,0,0,0,0,286,100,Angola,AGO,1990
74,0,74,0,0,0,0,0,241,80,Angola,AGO,1991
68,0,68,0,0,0,0,0,196,80,Angola,AGO,1992
28,0,28,0,0,0,0,0,102,33,Angola,AGO,1993
12,0,12,0,0,0,0,0,147,100,Angola,AGO,1994
48,0,48,0,0,0,0,0,123,62,Angola,AGO,1995
51,0,51,0,0,0,0,0,94,71,Angola,AGO,1996
54,0,54,0,0,0,0,0,69,64,Angola,AGO,1997
55,0,55,0,0,0,0,0,90,85,Angola,AGO,1998
40,0,40,0,0,0,0,0,65,55,Angola,AGO,1999
20,0,20,0,0,0,0,0,55,50,Angola,AGO,2000
11,0,11,0,0,0,0,0,36,21,Angola,AGO,2001
12,0,12,0,0,0,0,0,62,57,Angola,AGO,2002
13,0,13,0,0,0,0,0,68,38,Angola,AGO,2003
5,0,5,0,0,0,0,0,55,15,Angola,AGO,2004
5,0,5,0,0,0,0,0,55,25,Angola,AGO,2005
5,0,5,0,0,0,0,0,60,35,Angola,AGO,2006
4,0,4,0,0,0,0,0,60,30,Angola,AGO,2007
4,0,4,0,0,0,0,0,55,30,Angola,AGO,2008
8,0,8,0,0,0,0,0,50,30,Angola,AGO,2009
5,0,5,0,0,0,0,0,36,25,Angola,AGO,2010
8,0,8,0,0,0,0,0,40,35,Angola,AGO,2011
8,0,8,0,0,0,0,0,31,29,Angola,AGO,2012
5,0,5,0,0,0,0,0,32,31,Angola,AGO,2013
6,0,6,0,0,0,0,0,30,30,Angola,AGO,2014
12,0,12,0,0,0,0,0,25,25,Angola,AGO,2015
6,0,6,0,0,0,0,0,20,20,Angola,AGO,2016
6,0,6,0,0,0,0,0,19,19,Angola,AGO,2017
8,0,8,0,0,0,0,0,20,20,Angola,AGO,2018
22,0,22,0,0,0,0,0,32,32,Angola,AGO,2019
16,0,16,0,0,0,0,0,30,30,Angola,AGO,2020
18,0,18,0,0,0,0,0,30,30,Angola,AGO,2021
10,0,10,0,0,0,0,0,20,20,Angola,AGO,2022
15,0,15,0,0,0,0,0,25,25,Angola,AGO,2023
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1960
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1961
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1962
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1963
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1964
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1965
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1966
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1967
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1968
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1969
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1970
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1971
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1972
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1973
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1974
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1975
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1976
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1977
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1978
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1979
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1980
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1981
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1982
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1983
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1984
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1985
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1986
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1987
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1988
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1989
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1990
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1991
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1992
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1993
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1994
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1995
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1996
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1997
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1998
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,1999
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,2000
0,0,0,0,0,0,0,0,0,0,Argentina,ARG,2001
0,490,0,591,0,1,0,100,591,0,Argentina,ARG,2002
0,510,0,672,0,2,0,160,672,0,Argentina,ARG,2003
0,500,0,666,0,1,0,165,666,0,Argentina,ARG,2004
0,490,0,661,0,1,0,170,661,0,Argentina,ARG,2005
0,510,0,686,0,1,0,175,686,0,Argentina,ARG,2006
0,490,0,700,0,10,0,200,700,0,Argentina,ARG,2007
0,480,0,685,0,5,0,200,685,0,Argentina,ARG,2008
0,500,0,745,0,5,0,240,745,0,Argentina,ARG,2009
0,510,0,810,0,10,0,290,810,0,Argentina,ARG,2010
0,500,0,750,0,10,0,240,750,0,Argentina,ARG,2011
0,565,0,835,0,10,0,260,835,0,Argentina,ARG,2012
0,415,0,685,0,10,0,260,685,0,Argentina,ARG,2013
0,450,0,710,0,10,0,250,710,0,Argentina,ARG,2014
0,460,0,741,0,16,0,265,741,0,Argentina,ARG,2015
0,490,0,754,0,19,0,245,754,0,Argentina,ARG,2016
0,450,0,775,0,25,0,300,775,0,Argentina,ARG,2017
0,450,0,735,0,25,0,260,735,0,Argentina,ARG,2018
0,525,0,859,0,24,0,310,859,0,Argentina,ARG,2019
0,410,0,789,0,29,0,350,789,0,Argentina,ARG,2020
0,505,0,906,0,41,0,360,906,0,Argentina,ARG,2021
0,580,0,1019,0,39,0,400,1019,0,Argentina,ARG,2022
0,600,0,1040,0,40,0,400,1040,0,Argentina,ARG,2023
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1960
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1961
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1962
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1963
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1964
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1965
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1966
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1967
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1968
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1969
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1970
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1971
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1972
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1973
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1974
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1975
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1976
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1977
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1978
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1979
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1980
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1981
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1982
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1983
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1984
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1985
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1986
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1987
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1988
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1989
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1990
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1991
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1992
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1993
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1994
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1995
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1996
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1997
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1998
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,1999
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2000
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2001
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2002
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2003
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2004
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2005
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2006
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2007
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2008
0,0,0,0,0,0,0,0,0,0,Armenia,ARM,2009
0,190,0,190,0,0,0,0,190,0,Armenia,ARM,2010
0,170,0,170,0,0,0,0,170,0,Armenia,ARM,2011
0,140,0,140,0,0,0,0,140,0,Armenia,ARM,2012
0,200,0,200,0,0,0,0,200,0,Armenia,ARM,2013
0,180,0,180,0,0,0,0,180,0,Armenia,ARM,2014
0,190,0,190,0,0,0,0,190,0,Armenia,ARM,2015
0,170,0,170,0,0,0,0,170,0,Armenia,ARM,2016
0,100,0,100,0,0,0,0,100,0,Armenia,ARM,2017
0,200,0,200,0,0,0,0,200,0,Armenia,ARM,2018
0,200,0,200,0,0,0,0,200,0,Armenia,ARM,2019
0,180,0,180,0,0,0,0,180,0,Armenia,ARM,2020
0,220,0,220,0,0,0,0,220,0,Armenia,ARM,2021
0,240,0,240,0,0,0,0,240,0,Armenia,ARM,2022
0,250,0,250,0,0,0,0,250,0,Armenia,ARM,2023
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1960
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1961
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1962
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1963
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1964
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1965
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1966
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1967
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1968
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1969
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1970
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1971
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1972
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1973
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1974
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1975
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1976
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1977
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1978
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1979
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1980
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1981
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1982
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1983
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1984
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1985
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1986
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1987
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1988
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1989
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1990
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1991
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1992
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1993
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1994
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1995
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1996
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1997
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1998
0,0,0,0,0,0,0,0,0,0,Australia,AUS,1999
0,0,0,0,0,0,0,0,0,0,Australia,AUS,2000
0,0,0,0,0,0,0,0,0,0,Australia,AUS,2001
0,670,0,855,0,40,0,145,855,0,Australia,AUS,2002
0,735,0,915,0,35,0,145,915,0,Australia,AUS,2003
0,790,0,1010,0,50,0,170,1010,0,Australia,AUS,2004
0,830,0,1130,0,50,0,250,1130,0,Australia,AUS,2005
0,885,0,1145,0,70,0,190,1145,0,Australia,AUS,2006
0,910,0,1245,0,75,0,260,1245,0,Australia,AUS,2007
0,950,0,1340,0,115,0,275,1340,0,Australia,AUS,2008
0,1035,0,1395,0,70,0,290,1395,0,Australia,AUS,2009
0,1110,0,1445,0,60,0,275,1445,0,Australia,AUS,2010
0,1135,0,1600,0,155,0,310,1600,0,Australia,AUS,2011
0,1180,0,1660,0,170,0,310,1660,0,Australia,AUS,2012
0,1185,0,1615,0,180,0,250,1615,0,Australia,AUS,2013
0,1310,0,1775,0,190,0,275,1775,0,Australia,AUS,2014
0,1425,0,1785,0,155,0,205,1785,0,Australia,AUS,2015
0,1415,0,1730,0,190,0,125,1730,0,Australia,AUS,2016
0,1540,0,1900,0,160,0,200,1900,0,Australia,AUS,2017
0,1610,0,2040,0,165,0,265,2040,0,Australia,AUS,2018
0,1415,0,1960,0,200,0,345,1960,0,Australia,AUS,2019
0,1640,0,2055,0,205,0,210,2055,0,Australia,AUS,2020
0,1740,0,2305,0,200,0,365,2305,0,Australia,AUS,2021
0,1645,0,2135,0,200,0,290,2135,0,Australia,AUS,2022
0,1700,0,2250,0,200,0,350,2250,0,Australia,AUS,2023
35,0,35,0,0,0,0,0,36,36,Benin,BEN,1960
29,0,29,0,0,0,0,0,30,30,Benin,BEN,1961
17,0,17,0,0,0,0,0,18,18,Benin,BEN,1962
19,0,19,0,0,0,0,0,20,20,Benin,BEN,1963
11,0,11,0,0,0,0,0,12,12,Benin,BEN,1964
10,0,10,0,0,0,0,0,11,11,Benin,BEN,1965
17,0,17,0,0,0,0,0,18,18,Benin,BEN,1966
6,0,6,0,0,0,0,0,7,7,Benin,BEN,1967
27,0,27,0,0,0,0,0,28,28,Benin,BEN,1968
8,0,8,0,0,0,0,0,9,9,Benin,BEN,1969
14,0,14,0,0,0,0,0,21,21,Benin,BEN,1970
42,0,42,0,0,0,0,0,49,43,Benin,BEN,1971
8,0,8,0,0,0,0,0,15,9,Benin,BEN,1972
22,0,22,0,0,0,0,0,29,23,Benin,BEN,1973
48,0,48,0,0,0,0,0,55,49,Benin,BEN,1974
24,0,24,0,0,0,0,0,25,19,Benin,BEN,1975
16,0,16,0,0,0,0,0,17,17,Benin,BEN,1976
2,0,2,0,0,0,0,0,3,3,Benin,BEN,1977
2,0,2,0,0,0,0,0,3,3,Benin,BEN,1978
4,0,4,0,0,0,0,0,5,5,Benin,BEN,1979
35,0,35,0,0,0,0,0,36,36,Benin,BEN,1980
36,0,36,0,0,0,0,0,37,37,Benin,BEN,1981
49,0,49,0,0,0,0,0,50,50,Benin,BEN,1982
54,0,54,0,0,0,0,0,55,55,Benin,BEN,1983
54,0,54,0,0,0,0,0,55,55,Benin,BEN,1984
24,0,24,0,0,0,0,0,25,25,Benin,BEN,1985
5,0,5,0,0,0,0,0,20,20,Benin,BEN,1986
43,0,43,0,0,0,0,0,44,30,Benin,BEN,1987
39,0,39,0,0,0,0,0,40,40,Benin,BEN,1988
34,0,34,0,0,0,0,0,35,35,Benin,BEN,1989
34,0,34,0,0,0,0,0,35,35,Benin,BEN,1990
34,0,34,0,0,0,0,0,35,35,Benin,BEN,1991
34,0,34,0,0,0,0,0,35,35,Benin,BEN,1992
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1993
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1994
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1995
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1996
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1997
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1998
0,0,0,0,0,0,0,0,0,0,Benin,BEN,1999
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2000
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2001
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2002
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2003
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2004
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2005
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2006
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2007
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2008
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2009
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2010
0,0,0,0,0,0,0,0,0,0,Benin,BEN,2011
