Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1993,0,28,0,69,27,47,28,0,0,33,0,0,33,27,0,0,0,102,102,AGO
Argentina,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,1993,58,37,0,195,35,181,37,0,0,58,0,0,0,35,0,0,0,253,253,BOL
Bosnia and Herzegovina,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1993,24000,15541,0,19926,9400,20604,18422,0,0,28500,0,0,4500,8900,500,2881,0,48426,48426,BRA
Burundi,1993,388,353,0,227,2,266,353,0,0,394,0,0,6,2,0,0,0,621,621,BDI
Cameroon,1993,25,600,0,75,65,72,625,5,0,682,25,0,657,60,5,0,5,762,762,CMR
Canada,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1993,0,146,0,239,25,233,146,0,0,165,0,0,165,25,0,0,0,404,404,CAF
Chile,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1993,11400,12260,0,6431,1700,3431,12700,0,0,11400,0,0,0,1490,210,440,0,17831,17831,COL
Congo (Brazzaville),1993,0,0,0,1,3,1,0,0,0,3,0,0,3,3,0,0,0,4,4,
