Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1967,69,3432,0,3892,78,3840,3432,0,0,3458,0,0,3389,78,0,0,0,7350,7350,AGO
Argentina,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1967,0,6,0,0,1,0,6,0,0,7,0,0,7,1,0,0,0,7,7,BEN
Bolivia,1967,92,75,0,7,16,8,75,0,0,92,0,0,0,16,0,0,0,99,99,BOL
Bosnia and Herzegovina,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1967,24500,18347,0,66761,8750,63547,18964,0,0,24500,33,0,0,8690,60,584,0,91261,91261,BRA
Burundi,1967,205,214,0,0,1,0,214,0,0,215,0,0,10,1,0,0,0,215,215,BDI
Cameroon,1967,358,1208,0,246,12,230,1208,0,0,1204,0,0,846,10,2,0,0,1450,1450,CMR
Canada,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1967,0,137,0,0,5,0,137,0,0,142,0,0,142,5,0,0,0,142,142,CAF
Chile,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1967,8000,6695,0,4888,1279,4913,6696,0,0,8000,0,0,0,1249,30,1,0,12888,12888,COL
Congo (Brazzaville),1967,0,15,0,0,1,0,15,0,0,16,0,0,16,1,0,0,0,16,16,
Congo (Kinshasa),1967,180,1138,0,478,100,440,1138,0,0,1200,0,0,1020,100,0,0,0,1678,1678,
Costa Rica,1967,1313,1230,0,79,132,30,1230,0,0,1313,0,0,0,132,0,0,0,1392,1392,CRI
Cote d'Ivoire,1967,0,3280,0,207,12,1592,3315,0,0,4712,6,0,4712,7,5,29,0,4919,4919,
Croatia,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1967,450,100,115,83,450,98,100,115,0,450,0,0,0,450,0,0,0,648,648,CUB
Dominican Republic,1967,706,445,0,86,242,105,445,0,0,706,0,0,0,242,0,0,0,792,792,DOM
Ecuador,1967,1065,933,0,133,120,178,933,0,0,1098,0,0,33,108,12,0,0,1231,1231,ECU
Egypt,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1967,2393,1959,0,223,140,493,1983,0,0,2393,0,0,0,133,7,24,0,2616,2616,SLV
Equatorial Guinea,1967,0,135,0,0,11,0,135,0,73,146,0,0,73,11,0,0,0,146,146,GNQ
Ethiopia,1967,2153,1298,0,1135,1045,945,1298,0,0,2153,0,0,0,1045,0,0,0,3288,3288,ETH
European Union,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1967,0,12,0,0,1,3,12,0,0,16,0,0,16,1,0,0,0,16,16,GAB
Georgia,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1967,0,97,0,7,7,16,97,0,0,113,0,0,113,7,0,0,0,120,120,GHA
Guatemala,1967,1792,1699,0,298,227,139,1724,0,0,1792,0,0,0,211,16,25,0,2090,2090,GTM
Guinea,1967,0,100,0,0,3,0,100,0,0,103,0,0,103,3,0,0,0,103,103,GIN
Guyana,1967,0,1,0,0,18,0,1,0,16,19,0,0,3,18,0,0,0,19,19,GUY
Haiti,1967,534,325,0,30,202,37,325,0,0,534,0,0,0,202,0,0,0,564,564,HTI
Honduras,1967,495,413,0,138,82,138,413,0,0,495,0,0,0,82,0,0,0,633,633,HND
India,1967,684,549,0,455,700,252,549,0,0,1046,0,0,362,658,42,0,0,1501,1501,IND
Indonesia,1967,207,2183,0,216,823,216,2183,0,3,3006,0,0,2796,823,0,0,0,3222,3222,IDN
Iran,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1967,26,12,3,1,13,5,12,3,0,26,0,0,0,13,0,0,0,30,30,JAM
Jordan,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1967,652,660,2,292,22,264,660,2,0,652,0,0,0,22,0,0,0,946,946,KEN
"Korea, South",1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1967,0,71,0,4,3,15,71,1,5,84,0,1,79,3,0,0,0,89,89,LBR
Madagascar,1967,41,843,0,338,150,382,843,0,0,1037,0,0,996,150,0,0,0,1375,1375,MDG
Malawi,1967,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,MWI
Malaysia,1967,0,25,70,0,113,0,27,80,46,60,2,1,14,113,0,0,9,140,140,MYS
Mexico,1967,2900,1357,0,395,1400,451,1444,0,0,2900,13,0,0,1360,40,74,0,3295,3295,MEX
Montenegro,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1967,12,28,0,0,7,0,28,0,3,35,0,0,20,7,0,0,0,35,35,NCL
