Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1981,20,850,0,1800,42,1300,850,0,0,392,0,0,372,42,0,0,0,2192,2192,AGO
Argentina,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1981,0,36,0,0,1,0,36,0,0,37,0,0,37,1,0,0,0,37,37,BEN
Bolivia,1981,135,92,0,20,35,28,92,0,0,135,0,0,0,35,0,0,0,155,155,BOL
Bosnia and Herzegovina,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1981,31500,14426,0,6205,8000,13476,17729,0,0,33000,3,0,1500,7815,185,3300,0,39205,39205,BRA
Burundi,1981,695,620,0,3,1,112,620,0,0,730,0,0,35,1,0,0,0,733,733,BDI
Cameroon,1981,415,1795,0,865,35,886,1795,1,0,1850,0,1,1435,30,5,0,0,2716,2716,CMR
Canada,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1981,0,264,0,10,18,12,264,0,0,284,0,0,284,18,0,0,0,294,294,CAF
Chile,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1981,14342,9089,0,6339,1850,9641,9190,0,0,14342,0,0,0,1735,115,101,0,20681,20681,COL
Congo (Brazzaville),1981,0,43,0,11,1,3,43,0,0,36,0,0,36,1,0,0,0,47,47,
Congo (Kinshasa),1981,305,1140,0,660,185,760,1140,0,0,1425,0,0,1120,185,0,0,0,2085,2085,
Costa Rica,1981,1782,1543,0,465,243,419,1585,0,0,1782,41,0,0,243,0,1,0,2247,2247,CRI
Cote d'Ivoire,1981,0,4707,0,3696,21,2908,4927,0,0,4160,4,0,4160,11,10,216,0,7856,7856,
Croatia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1981,383,221,270,80,350,162,221,270,0,383,0,0,0,350,0,0,0,733,733,CUB
Dominican Republic,1981,812,503,0,440,297,346,610,0,0,813,107,0,1,297,0,0,0,1253,1253,DOM
Ecuador,1981,1247,999,0,564,230,950,1176,0,0,1792,2,0,545,189,41,175,0,2356,2356,ECU
Egypt,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1981,2886,2103,0,1192,200,1715,2163,0,0,2886,0,0,0,180,20,60,0,4078,4078,SLV
Equatorial Guinea,1981,0,0,0,12,7,25,0,0,11,20,0,0,9,7,0,0,0,32,32,GNQ
Ethiopia,1981,3212,1327,0,1088,1616,1357,1327,0,0,3212,0,0,0,1616,0,0,0,4300,4300,ETH
European Union,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1981,0,14,0,0,1,0,14,0,0,15,0,0,15,1,0,0,0,15,15,GAB
Georgia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1981,0,22,0,12,9,16,22,0,0,35,0,0,35,9,0,0,0,47,47,GHA
Guatemala,1981,2653,2406,0,788,325,700,2416,0,0,2653,0,0,0,302,23,10,0,3441,3441,GTM
Guinea,1981,0,69,0,36,6,25,69,0,0,64,0,0,64,6,0,0,0,100,100,GIN
Guyana,1981,0,7,0,0,19,0,7,0,19,26,0,0,7,19,0,0,0,26,26,GUY
Haiti,1981,494,286,0,35,230,13,286,0,0,494,0,0,0,230,0,0,0,529,529,HTI
Honduras,1981,1200,911,0,200,120,369,911,0,0,1200,0,0,0,120,0,0,0,1400,1400,HND
India,1981,1300,1390,0,801,941,915,1485,0,0,2540,0,0,1240,916,25,95,0,3341,3341,IND
Indonesia,1981,231,3480,0,662,1155,1812,3480,0,0,5785,0,0,5554,1155,0,0,0,6447,6447,IDN
Iran,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1981,23,15,0,7,12,5,17,4,0,23,1,4,0,12,0,1,0,34,34,JAM
Jordan,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1981,1396,1624,0,1010,35,747,1624,0,0,1396,0,0,0,35,0,0,0,2406,2406,KEN
"Korea, South",1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1981,0,154,0,23,6,33,154,5,5,165,0,4,160,5,1,0,1,193,193,LBR
Madagascar,1981,58,1006,0,303,199,403,1006,0,0,1305,0,0,1247,199,0,0,0,1608,1608,MDG
Malawi,1981,10,11,0,1,0,0,11,0,0,10,0,0,0,0,0,0,0,11,11,MWI
Malaysia,1981,0,103,109,46,168,65,107,205,84,89,1,4,5,168,0,3,92,340,340,MYS
Mexico,1981,3815,1740,0,930,1450,1530,1850,0,0,3900,75,0,85,830,620,35,0,4830,4830,MEX
Montenegro,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1981,1,0,0,0,8,0,0,0,0,8,0,0,7,8,0,0,0,8,8,NCL
New Zealand,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1981,1004,769,0,165,95,251,823,0,0,1004,0,0,0,83,12,54,0,1169,1169,NIC
Nigeria,1981,0,42,0,24,190,20,42,176,0,52,0,169,52,183,7,0,7,252,252,NGA
North Macedonia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1981,119,65,0,25,68,11,65,0,0,119,0,0,0,68,0,0,0,144,144,PAN
Papua New Guinea,1981,875,802,9,0,11,113,802,9,1,917,0,0,41,11,0,0,0,926,926,PNG
Paraguay,1981,100,29,0,58,22,107,29,0,0,100,0,0,0,22,0,0,0,158,158,PRY
Peru,1981,1100,712,0,190,258,320,712,0,0,1100,0,0,0,211,47,0,0,1290,1290,PER
Philippines,1981,97,392,0,428,495,600,400,0,375,1067,0,0,595,50,445,8,0,1495,1495,PHL
Russia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1981,502,487,0,111,2,124,487,0,0,502,0,0,0,2,0,0,0,613,613,RWA
Saudi Arabia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
