Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1999,0,40,0,10,20,5,40,0,0,55,0,0,55,20,0,0,0,65,65,AGO
Argentina,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,1999,184,123,0,175,60,176,123,0,0,184,0,0,0,60,0,0,0,359,359,BOL
Bosnia and Herzegovina,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1999,25800,18140,0,11470,12800,9306,20164,0,0,30800,14,0,5000,12300,500,2010,0,42270,42270,BRA
Burundi,1999,504,438,0,241,2,308,438,0,0,507,0,0,3,2,0,0,0,748,748,BDI
Cameroon,1999,104,1272,0,69,100,67,1272,0,0,1370,0,0,1266,95,5,0,0,1439,1439,CMR
Canada,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1999,0,188,0,230,21,262,188,0,0,241,0,0,241,21,0,0,0,471,471,CAF
Chile,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1999,9512,8400,0,3154,1530,2092,9060,16,0,9512,110,16,0,1290,240,550,0,12682,12682,COL
Congo (Brazzaville),1999,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,3,
Congo (Kinshasa),1999,44,353,0,288,200,212,353,0,0,477,0,0,433,200,0,0,0,765,765,
Costa Rica,1999,2688,2174,0,1251,341,1424,2174,0,0,2688,0,0,0,336,5,0,0,3939,3939,CRI
Cote d'Ivoire,1999,0,5354,0,1504,60,1347,5797,0,0,5700,3,0,5700,29,31,440,0,7204,7204,
Croatia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1999,328,118,0,237,200,247,118,0,0,328,0,0,0,200,0,0,0,565,565,CUB
Dominican Republic,1999,694,146,0,190,325,360,199,0,0,694,53,0,0,325,0,0,0,884,884,DOM
Ecuador,1999,712,680,0,31,316,20,990,0,0,1295,5,0,583,256,60,305,0,1326,1326,ECU
Egypt,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1999,2612,2487,25,30,167,5,2495,25,0,2612,1,0,0,145,22,7,0,2667,2667,SLV
Equatorial Guinea,1999,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,GNQ
Ethiopia,1999,3505,2005,0,1311,1633,1178,2005,0,0,3505,0,0,0,1633,0,0,0,4816,4816,ETH
European Union,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1999,0,0,0,1,1,2,0,0,0,2,0,0,2,1,0,0,0,3,3,GAB
Georgia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1999,0,80,0,0,1,8,80,0,0,89,0,0,89,1,0,0,0,89,89,GHA
Guatemala,1999,4337,4234,275,45,400,50,4234,275,0,4364,0,0,27,375,25,0,0,4684,4684,GTM
Guinea,1999,0,298,0,79,50,113,298,0,0,382,0,0,382,50,0,0,0,461,461,GIN
Guyana,1999,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,GUY
Haiti,1999,399,62,0,172,340,169,62,0,0,399,0,0,0,340,0,0,0,571,571,HTI
Honduras,1999,3067,2825,0,109,264,87,2825,0,0,3067,0,0,0,264,0,0,0,3176,3176,HND
India,1999,1985,3570,0,200,800,20,4250,0,0,4870,0,0,2885,700,100,680,0,5070,5070,IND
Indonesia,1999,460,5625,150,486,1355,287,5657,153,0,6660,32,3,6200,1320,35,0,0,7299,7299,IDN
Iran,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1999,39,30,0,27,11,25,30,0,0,39,0,0,0,11,0,0,0,66,66,JAM
Jordan,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1999,1683,1195,0,130,23,600,1195,3,0,1685,0,0,2,20,3,0,3,1818,1818,KEN
"Korea, South",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1999,0,283,0,0,9,0,283,0,0,292,0,0,292,9,0,0,0,292,292,LAO
Liberia,1999,0,7,0,0,5,0,7,0,0,12,0,0,12,5,0,0,0,12,12,LBR
Madagascar,1999,33,404,0,301,56,268,404,0,0,427,0,0,394,56,0,0,0,728,728,MDG
Malawi,1999,59,52,0,4,1,10,52,0,0,59,0,0,0,1,0,0,0,63,63,MWI
Malaysia,1999,0,8,355,0,82,0,657,489,0,250,4,17,250,82,0,645,117,739,739,MYS
Mexico,1999,5993,4938,0,0,1055,0,5138,0,0,6193,20,0,200,500,555,180,0,6193,6193,MEX
Montenegro,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NCL
New Zealand,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1999,1514,1250,0,205,155,284,1280,0,0,1514,0,0,0,140,15,30,0,1719,1719,NIC
Nigeria,1999,0,6,2,23,80,25,6,42,0,46,0,0,46,40,40,0,40,111,111,NGA
North Macedonia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1999,167,78,0,3,67,25,78,0,0,167,0,0,0,67,0,0,0,170,170,PAN
Papua New Guinea,1999,1326,1327,0,336,2,403,1328,10,0,1387,1,0,61,1,1,0,10,1733,1733,PNG
Paraguay,1999,20,3,0,107,20,104,3,0,0,20,0,0,0,20,0,0,0,127,127,PRY
Peru,1999,2571,2380,0,88,230,89,2380,40,0,2571,0,0,0,60,170,0,40,2699,2699,PER
Philippines,1999,35,4,147,25,865,76,4,180,30,740,0,2,675,65,800,0,31,945,945,PHL
Russia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1999,308,307,0,87,2,86,307,0,0,308,0,0,0,2,0,0,0,395,395,RWA
Saudi Arabia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1999,0,47,0,13,5,20,47,0,0,59,0,0,59,5,0,0,0,72,72,SLE
Singapore,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1999,10,4,0,7,30,14,4,0,0,41,0,0,31,30,0,0,0,48,48,LKA
Switzerland,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,1999,623,749,0,219,14,288,759,0,0,842,0,0,219,10,4,10,0,1061,1061,TZA
Thailand,1999,0,952,0,246,433,124,962,0,0,1273,0,0,1273,433,0,10,0,1519,1519,THA
Togo,1999,0,279,0,83,2,65,279,0,0,263,0,0,263,2,0,0,0,346,346,TGO
Trinidad and Tobago,1999,1,0,0,0,14,0,2,0,0,16,1,0,15,14,0,1,0,16,16,TTO
Turkey,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uganda,1999,436,3648,0,71,60,71,3648,0,0,3708,0,0,3272,60,0,0,0,3779,3779,UGA
Ukraine,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR
United Kingdom,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,1999,185,0,0,0,185,0,0,0,0,185,0,0,0,185,0,0,0,185,185,USA
Uruguay,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,1999,880,81,30,70,710,194,116,70,0,880,30,40,0,695,15,5,0,1020,1020,VEN
Vietnam,1999,90,11433,0,1033,350,260,11433,0,0,11010,0,0,10920,350,0,0,0,12043,12043,VNM
Yemen,1999,186,44,0,0,128,0,58,0,0,186,14,0,0,128,0,0,0,186,186,YEM
Yemen (Sanaa),1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zambia,1999,59,58,0,0,1,0,58,0,0,59,0,0,0,1,0,0,0,59,59,ZMB
Zimbabwe,1999,125,121,0,37,4,37,121,0,0,125,0,0,0,4,0,0,0,162,162,ZWE
