Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1974,69,2961,0,5042,73,5200,2961,0,0,3192,0,0,3123,73,0,0,0,8234,8234,AGO
Argentina,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1974,0,48,0,6,1,6,48,0,0,49,0,0,49,1,0,0,0,55,55,BEN
Bolivia,1974,100,52,0,5,29,24,52,0,0,100,0,0,0,29,0,0,0,105,105,BOL
Bosnia and Herzegovina,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1974,27500,11615,0,15551,7500,22200,13351,0,0,27500,25,0,0,7405,95,1711,0,43051,43051,BRA
Burundi,1974,459,447,0,5,1,36,447,0,0,479,0,0,20,1,0,0,0,484,484,BDI
Cameroon,1974,428,1358,0,547,26,983,1358,0,0,1820,0,0,1392,23,3,0,0,2367,2367,CMR
Canada,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1974,0,182,0,13,12,13,182,0,0,194,0,0,194,12,0,0,0,207,207,CAF
Chile,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1974,9000,7719,0,3460,1501,3200,7759,0,0,9000,0,0,0,1434,67,40,0,12460,12460,COL
Congo (Brazzaville),1974,0,10,0,2,1,2,10,0,0,11,0,0,11,1,0,0,0,13,13,
Congo (Kinshasa),1974,191,818,0,943,150,1251,818,0,0,1276,0,0,1085,150,0,0,0,2219,2219,
Costa Rica,1974,1430,1396,0,224,153,89,1412,0,0,1430,16,0,0,153,0,0,0,1654,1654,CRI
Cote d'Ivoire,1974,0,3463,0,1488,848,1567,3559,0,0,4486,3,0,4486,831,17,93,0,5974,5974,
Croatia,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1974,450,175,150,98,400,123,175,150,0,450,0,0,0,400,0,0,0,698,698,CUB
Dominican Republic,1974,883,415,0,85,298,159,511,0,0,883,96,0,0,298,0,0,0,968,968,DOM
Ecuador,1974,798,928,0,405,157,264,945,0,0,961,0,0,163,130,27,17,0,1366,1366,ECU
Egypt,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1974,3800,3314,0,1380,177,1628,3375,0,0,3800,0,0,0,162,15,61,0,5180,5180,SLV
Equatorial Guinea,1974,0,60,0,0,10,0,60,0,35,70,0,0,35,10,0,0,0,70,70,GNQ
Ethiopia,1974,2488,967,0,583,1437,667,967,0,0,2488,0,0,0,1437,0,0,0,3071,3071,ETH
