Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2006,0,0,70,0,70,0,0,70,0,0,0,0,0,70,0,0,0,70,70,ALB
Algeria,2006,0,0,1825,0,1840,0,0,1840,0,0,0,0,0,1825,15,0,15,1840,1840,DZA
Angola,2006,0,5,0,25,25,30,5,0,0,35,0,0,35,25,0,0,0,60,60,AGO
Argentina,2006,0,0,510,0,686,0,0,686,0,0,0,1,0,511,175,0,175,686,686,ARG
Armenia,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2006,0,0,885,0,1145,0,0,1145,0,0,0,70,0,955,190,0,190,1145,1145,AUS
Benin,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2006,152,104,0,107,80,75,104,0,0,152,0,0,0,80,0,0,0,259,259,BOL
Bosnia and Herzegovina,2006,0,0,370,0,370,0,0,370,0,0,0,0,0,370,0,0,0,370,370,BIH
Brazil,2006,36000,26185,0,7641,16720,8361,29260,0,0,46700,55,0,10700,15750,970,3020,0,54341,54341,BRA
Burundi,2006,287,240,0,75,3,119,240,0,0,287,0,0,0,3,0,0,0,362,362,BDI
Cameroon,2006,90,790,0,94,75,64,790,0,0,835,0,0,745,70,5,0,0,929,929,CMR
Canada,2006,0,0,1950,0,3570,0,0,3570,0,0,0,860,0,2810,760,0,760,3570,3570,CAN
Central African Republic,2006,0,45,0,208,25,183,45,0,0,45,0,0,45,25,0,0,0,253,253,CAF
Chile,2006,0,0,235,0,235,0,0,235,0,0,0,0,0,235,0,0,0,235,235,CHL
China,2006,428,271,300,0,226,0,617,415,0,428,23,46,0,157,69,323,69,843,843,CHN
Colombia,2006,12164,10460,190,756,1070,890,11155,195,0,12164,15,0,0,780,290,680,5,13115,13115,COL
Congo (Brazzaville),2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Congo (Kinshasa),2006,100,78,0,16,175,43,78,0,0,280,0,0,180,175,0,0,0,296,296,
Costa Rica,2006,1782,1582,3,200,321,77,1605,21,0,1782,12,0,0,303,18,11,18,2003,2003,CRI
Cote d'Ivoire,2006,0,1710,0,130,300,182,2095,0,0,2447,0,0,2447,300,0,385,0,2577,2577,
Croatia,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2006,100,13,0,0,87,0,13,0,0,100,0,0,0,87,0,0,0,100,100,CUB
Dominican Republic,2006,390,50,0,0,340,0,50,0,0,390,0,0,0,340,0,0,0,390,390,DOM
Ecuador,2006,500,300,130,14,151,9,951,222,0,875,1,1,375,6,145,650,91,1111,1111,ECU
Egypt,2006,0,0,105,0,105,0,0,105,0,0,0,0,0,105,0,0,0,105,105,EGY
El Salvador,2006,1400,1320,31,5,192,5,1325,117,0,1400,5,14,0,120,72,0,72,1522,1522,SLV
Equatorial Guinea,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNQ
Ethiopia,2006,5000,3000,0,220,2000,220,3000,0,0,5000,0,0,0,2000,0,0,0,5220,5220,ETH
European Union,2006,0,0,44730,10925,41320,12900,1435,44730,0,0,1030,0,0,39145,2175,405,0,55655,55655,
Gabon,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GAB
Georgia,2006,0,0,30,0,30,0,0,30,0,0,0,0,0,30,0,0,0,30,30,GEO
Ghana,2006,0,28,0,5,1,5,28,0,0,29,0,0,29,1,0,0,0,34,34,GHA
Guatemala,2006,4040,3980,50,176,300,96,3980,150,0,4050,0,0,10,200,100,0,100,4376,4376,GTM
Guinea,2006,0,390,0,42,40,12,390,0,0,400,0,0,400,40,0,0,0,442,442,GIN
Guyana,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUY
Haiti,2006,337,21,0,89,340,65,21,0,0,337,0,0,0,340,0,0,0,426,426,HTI
Honduras,2006,3460,3370,0,114,179,41,3370,16,0,3460,0,6,0,169,10,0,10,3590,3590,HND
India,2006,1660,2600,330,1448,1050,1868,3660,330,0,4800,0,0,3140,850,200,1060,0,6578,6578,IND
Indonesia,2006,900,6000,820,58,1790,248,6490,970,0,7500,0,0,6600,1510,280,490,150,8528,8528,IDN
Iran,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,2006,30,20,0,0,10,0,20,0,0,30,0,0,0,10,0,0,0,30,30,JAM
Jordan,2006,0,0,180,0,230,0,0,230,0,0,0,0,0,180,50,0,50,230,230,JOR
Kazakhstan,2006,0,0,0,0,300,0,0,300,0,0,0,0,0,0,300,0,300,300,300,KAZ
Kenya,2006,876,870,0,456,20,442,870,0,0,876,0,0,0,20,0,0,0,1332,1332,KEN
"Korea, South",2006,0,0,1400,0,1440,0,0,1440,0,0,0,40,0,1440,0,0,0,1440,1440,
Kosovo,2006,0,0,60,0,60,0,0,60,0,0,0,0,0,60,0,0,0,60,60,
Laos,2006,0,280,0,0,140,0,280,0,0,420,0,0,420,140,0,0,0,420,420,LAO
Liberia,2006,0,49,0,0,4,0,49,0,0,53,0,0,53,4,0,0,0,53,53,LBR
Madagascar,2006,30,200,0,225,475,132,200,0,0,582,0,0,552,475,0,0,0,807,807,MDG
Malawi,2006,17,17,0,3,1,2,17,0,0,17,0,0,0,1,0,0,0,20,20,MWI
Malaysia,2006,0,0,710,0,450,0,760,710,0,500,0,0,500,0,450,760,0,1210,1210,MYS
Mexico,2006,4300,2260,21,85,1750,19,2865,49,0,4500,0,28,200,875,875,605,0,4634,4634,MEX
Montenegro,2006,0,0,150,0,150,0,0,150,0,0,0,0,0,150,0,0,0,150,150,MNE
Morocco,2006,0,0,560,0,570,0,0,570,0,0,0,10,0,570,0,0,0,570,570,MAR
New Caledonia,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCL
New Zealand,2006,0,0,125,0,275,0,0,275,0,0,0,20,0,145,130,0,130,275,275,NZL
Nicaragua,2006,1300,1160,40,113,140,18,1320,65,0,1300,10,0,0,115,25,150,25,1478,1478,NIC
Nigeria,2006,0,9,0,6,48,0,9,0,0,51,0,0,51,43,5,0,0,57,57,NGA
North Macedonia,2006,0,0,115,0,115,0,0,115,0,0,0,0,0,115,0,0,0,115,115,MKD
Norway,2006,0,0,650,0,795,0,0,795,0,0,0,60,0,710,85,0,85,795,795,NOR
Panama,2006,150,95,0,0,55,0,95,0,0,150,0,0,0,55,0,0,0,150,150,PAN
Papua New Guinea,2006,780,820,0,81,25,46,820,0,0,810,0,0,30,25,0,0,0,891,891,PNG
Paraguay,2006,20,11,0,26,35,0,11,0,0,20,0,0,0,35,0,0,0,46,46,PRY
Peru,2006,4400,4200,0,24,150,74,4200,0,0,4400,0,0,0,10,140,0,0,4424,4424,PER
Philippines,2006,35,1,350,115,1410,59,1,650,25,705,0,0,645,135,1275,0,300,1470,1470,PHL
Russia,2006,0,0,960,0,4195,0,0,4195,0,0,0,135,0,1095,3100,0,3100,4195,4195,
Rwanda,2006,400,400,0,0,0,0,400,0,0,400,0,0,0,0,0,0,0,400,400,RWA
Saudi Arabia,2006,0,0,545,0,560,0,0,560,0,0,0,15,0,560,0,0,0,560,560,SAU
Senegal,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,2006,0,0,590,0,660,0,0,660,0,0,0,0,0,590,70,0,70,660,660,SRB
Sierra Leone,2006,0,30,0,5,6,0,30,0,0,31,0,0,31,6,0,0,0,36,36,SLE
Singapore,2006,0,0,170,0,170,0,0,170,0,0,0,0,0,170,0,0,0,170,170,SGP
South Africa,2006,0,0,400,0,510,0,0,510,0,0,0,0,0,400,110,0,110,510,510,ZAF
Sri Lanka,2006,9,0,0,14,35,11,0,0,0,32,0,0,23,35,0,0,0,46,46,LKA
Switzerland,2006,0,0,1470,0,1320,0,150,1470,0,0,150,0,0,1320,0,0,0,1470,1470,CHE
Taiwan,2006,0,0,190,0,215,0,0,215,0,0,0,25,0,215,0,0,0,215,215,TWN
Tanzania,2006,590,800,0,325,15,415,810,0,0,915,0,0,325,15,0,10,0,1240,1240,TZA
Thailand,2006,0,0,285,22,480,7,670,285,0,850,0,0,850,205,275,670,0,1157,1157,THA
Togo,2006,0,200,0,22,2,0,200,0,0,180,0,0,180,2,0,0,0,202,202,TGO
Trinidad and Tobago,2006,1,0,0,0,12,0,0,0,0,12,0,0,11,12,0,0,0,12,12,TTO
Turkey,2006,0,0,230,0,240,0,0,240,0,0,0,10,0,240,0,0,0,240,240,
Uganda,2006,579,2700,0,316,120,401,2700,0,0,2905,0,0,2326,120,0,0,0,3221,3221,UGA
Ukraine,2006,0,0,90,0,1790,0,0,1790,0,0,0,200,0,290,1500,0,1500,1790,1790,UKR
United Kingdom,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,2006,152,0,22100,5200,21772,5700,480,22600,0,152,480,0,0,21272,500,0,500,27952,27952,USA
Uruguay,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,2006,862,85,0,526,790,483,120,5,0,862,35,4,0,780,10,0,1,1393,1393,VEN
Vietnam,2006,500,18740,79,219,750,244,18840,115,0,19500,25,1,19000,700,50,75,35,19834,19834,VNM
Yemen,2006,200,30,0,0,170,0,30,0,0,200,0,0,0,170,0,0,0,200,200,YEM
Yemen (Sanaa),2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zambia,2006,56,55,0,0,1,0,55,0,0,56,0,0,0,1,0,0,0,56,56,ZMB
Zimbabwe,2006,45,41,0,0,4,0,41,0,0,45,0,0,0,4,0,0,0,45,45,ZWE
