Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1982,20,620,0,1300,43,967,620,0,0,330,0,0,310,43,0,0,0,1630,1630,AGO
Argentina,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1982,0,49,0,0,1,0,49,0,0,50,0,0,50,1,0,0,0,50,50,BEN
Bolivia,1982,155,115,0,28,36,32,115,0,0,155,0,0,0,36,0,0,0,183,183,BOL
Bosnia and Herzegovina,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1982,15750,15452,0,13476,7600,6555,17071,0,0,17750,19,0,2000,7400,200,1600,0,31226,31226,BRA
Burundi,1982,320,365,0,112,3,84,365,0,0,340,0,0,20,3,0,0,0,452,452,BDI
Cameroon,1982,327,1588,0,886,45,1084,1588,1,0,1830,0,1,1503,38,7,0,0,2717,2717,CMR
Canada,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1982,0,268,0,12,18,42,268,0,0,316,0,0,316,18,0,0,0,328,328,CAF
Chile,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1982,13300,9175,0,9641,1855,11712,9374,0,0,13300,0,0,0,1735,120,199,0,22941,22941,COL
Congo (Brazzaville),1982,0,30,0,3,1,4,30,0,0,32,0,0,32,1,0,0,0,35,35,
Congo (Kinshasa),1982,325,1110,0,760,195,809,1110,0,0,1354,0,0,1029,195,0,0,0,2114,2114,
Costa Rica,1982,2300,1507,0,419,223,960,1536,0,0,2300,29,0,0,223,0,0,0,2719,2719,CRI
Cote d'Ivoire,1982,0,3940,0,2908,23,3192,4203,0,0,4510,5,0,4510,13,10,258,0,7418,7418,
Croatia,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1982,300,267,285,162,325,155,267,285,0,300,0,0,0,325,0,0,0,747,747,CUB
Dominican Republic,1982,1156,508,0,346,302,695,508,0,0,1159,0,0,3,302,0,0,0,1505,1505,DOM
Ecuador,1982,1009,1343,0,950,240,960,1550,0,0,1800,0,0,791,200,40,207,0,2750,2750,ECU
Egypt,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1982,2800,2648,0,1715,200,1615,2700,0,0,2800,0,0,0,180,20,52,0,4515,4515,SLV
Equatorial Guinea,1982,0,0,0,25,7,33,0,0,7,15,0,0,8,7,0,0,0,40,40,GNQ
Ethiopia,1982,3350,1513,0,1357,1642,1552,1513,0,0,3350,0,0,0,1642,0,0,0,4707,4707,ETH
European Union,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1982,0,28,0,0,1,0,28,0,0,29,0,0,29,1,0,0,0,29,29,GAB
Georgia,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1982,0,9,0,16,8,22,9,0,0,23,0,0,23,8,0,0,0,39,39,GHA
Guatemala,1982,2530,2006,0,700,335,888,2007,0,0,2530,0,0,0,312,23,1,0,3230,3230,GTM
Guinea,1982,0,57,0,25,6,27,57,0,0,65,0,0,65,6,0,0,0,90,90,GIN
Guyana,1982,0,4,0,0,17,0,4,0,16,21,0,0,5,17,0,0,0,21,21,GUY
Haiti,1982,674,412,0,13,240,35,412,0,0,674,0,0,0,240,0,0,0,687,687,HTI
Honduras,1982,1500,1146,0,369,134,589,1146,0,0,1500,0,0,0,134,0,0,0,1869,1869,HND
India,1982,1241,1037,0,915,958,990,1137,0,0,2170,0,0,929,935,23,100,0,3085,3085,IND
Indonesia,1982,247,3843,0,1812,1114,1605,3843,0,0,4750,0,0,4503,1103,11,0,0,6562,6562,IDN
Iran,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1982,30,16,0,5,12,7,21,5,0,30,2,5,0,12,0,3,0,40,40,JAM
Jordan,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1982,1522,1672,0,747,40,557,1672,0,0,1522,0,0,0,40,0,0,0,2269,2269,KEN
"Korea, South",1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
