Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1976,22,1123,0,3640,52,3476,1123,0,0,1011,0,0,989,52,0,0,0,4651,4651,AGO
Argentina,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1976,0,16,0,0,1,0,16,0,0,17,0,0,17,1,0,0,0,17,17,BEN
Bolivia,1976,108,76,0,29,28,33,76,0,0,108,0,0,0,28,0,0,0,137,137,BOL
Bosnia and Herzegovina,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1976,9000,15424,0,23149,7500,7630,17319,0,0,9300,12,0,300,7375,125,1883,0,32449,32449,BRA
Burundi,1976,339,364,0,6,1,0,364,0,0,359,0,0,20,1,0,0,0,365,365,BDI
Cameroon,1976,327,1228,0,598,26,651,1228,0,0,1307,0,0,980,23,3,0,0,1905,1905,CMR
Canada,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1976,0,150,0,17,11,22,150,0,0,166,0,0,166,11,0,0,0,183,183,CAF
Chile,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1976,9300,5726,0,2477,1400,4585,5792,0,0,9300,0,0,0,1325,75,66,0,11777,11777,COL
Congo (Brazzaville),1976,0,19,0,0,1,13,19,0,0,33,0,0,33,1,0,0,0,33,33,
Congo (Kinshasa),1976,205,1345,0,750,160,662,1345,0,0,1417,0,0,1212,160,0,0,0,2167,2167,
Costa Rica,1976,1331,1129,0,176,184,108,1215,0,0,1331,86,0,0,184,0,0,0,1507,1507,CRI
Cote d'Ivoire,1976,0,4520,0,1135,85,1310,4607,0,0,4867,6,0,4867,71,14,81,0,6002,6002,
Croatia,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1976,400,165,201,57,400,93,165,201,0,400,0,0,0,400,0,0,0,658,658,CUB
Dominican Republic,1976,733,377,0,102,246,94,495,0,0,733,118,0,0,246,0,0,0,835,835,DOM
Ecuador,1976,1042,1203,0,197,175,190,1221,0,0,1389,3,0,347,143,32,15,0,1586,1586,ECU
Egypt,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
