Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1989,10,97,0,158,45,186,97,0,0,170,0,0,160,45,0,0,0,328,328,AGO
Argentina,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1989,0,34,0,0,1,0,34,0,0,35,0,0,35,1,0,0,0,35,35,BEN
Bolivia,1989,170,125,0,93,44,94,125,0,0,170,0,0,0,44,0,0,0,263,263,BOL
Bosnia and Herzegovina,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1989,22500,16330,0,19863,8000,19533,18330,0,0,26000,0,0,3500,7650,350,2000,0,45863,45863,BRA
Burundi,1989,600,470,0,335,1,480,470,0,0,616,0,0,16,1,0,0,0,951,951,BDI
Cameroon,1989,166,2477,0,1504,35,417,2497,5,0,1440,20,0,1274,30,5,0,5,2949,2949,CMR
Canada,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1989,0,187,0,55,19,149,187,0,0,300,0,0,300,19,0,0,0,355,355,CAF
Chile,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1989,13300,13356,0,7738,1762,5537,13739,0,0,13300,0,0,0,1552,210,383,0,21038,21038,COL
Congo (Brazzaville),1989,0,23,0,3,1,4,23,0,0,25,0,0,25,1,0,0,0,28,28,
Congo (Kinshasa),1989,300,2160,0,944,219,565,2160,0,0,2000,0,0,1700,219,0,0,0,2944,2944,
Costa Rica,1989,2453,2377,0,1163,255,984,2377,0,0,2453,0,0,0,250,5,0,0,3616,3616,CRI
Cote d'Ivoire,1989,0,3004,0,2849,34,4199,3350,0,0,4734,2,0,4734,18,16,344,0,7583,7583,
Croatia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1989,475,225,15,161,250,176,225,15,0,475,0,0,0,250,0,0,0,651,651,CUB
Dominican Republic,1989,754,585,0,555,340,382,589,0,0,756,4,0,2,340,0,0,0,1311,1311,DOM
Ecuador,1989,1150,2065,0,761,301,327,2283,0,0,2150,50,0,1000,243,58,168,0,2911,2911,ECU
Egypt,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1989,2787,2578,0,221,180,236,2592,0,0,2787,0,0,0,165,15,14,0,3008,3008,SLV
Equatorial Guinea,1989,0,10,0,7,6,6,10,0,6,15,0,0,9,6,0,0,0,22,22,GNQ
Ethiopia,1989,3400,1600,0,1560,1600,1760,1600,0,0,3400,0,0,0,1600,0,0,0,4960,4960,ETH
European Union,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1989,0,31,0,2,0,1,31,0,0,30,0,0,30,0,0,0,0,32,32,GAB
Georgia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1989,0,8,0,7,7,9,8,0,0,17,0,0,17,7,0,0,0,24,24,GHA
Guatemala,1989,3427,3489,0,390,310,62,3490,0,0,3472,1,0,45,300,10,0,0,3862,3862,GTM
Guinea,1989,0,115,0,7,6,11,115,0,0,125,0,0,125,6,0,0,0,132,132,GIN
Guyana,1989,0,0,0,0,5,0,0,0,3,5,0,0,2,5,0,0,0,5,5,GUY
Haiti,1989,527,275,0,10,250,12,275,0,0,527,0,0,0,250,0,0,0,537,537,HTI
Honduras,1989,1928,1810,0,188,206,100,1810,0,0,1928,0,0,0,206,0,0,0,2116,2116,HND
India,1989,1200,1725,0,1735,1000,860,2025,0,0,2150,0,0,950,900,100,300,0,3885,3885,IND
Indonesia,1989,415,6436,0,2105,1280,1489,6436,0,0,7100,0,0,6685,1245,35,0,0,9205,9205,IDN
Iran,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1989,19,14,0,4,8,0,15,0,0,19,1,0,0,8,0,0,0,23,23,JAM
Jordan,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1989,1738,2020,0,1430,75,1075,2020,0,0,1740,0,0,2,75,0,0,0,3170,3170,KEN
"Korea, South",1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1989,90,89,0,0,1,0,89,0,0,90,0,0,0,1,0,0,0,90,90,LAO
Liberia,1989,0,35,0,0,5,0,35,0,0,40,0,0,40,5,0,0,0,40,40,LBR
Madagascar,1989,20,1027,0,674,250,497,1027,0,0,1100,0,0,1080,250,0,0,0,1774,1774,MDG
Malawi,1989,95,95,0,0,0,0,95,0,0,95,0,0,0,0,0,0,0,95,95,MWI
Malaysia,1989,0,12,120,35,205,25,15,135,70,75,1,5,5,205,0,2,10,245,245,MYS
Mexico,1989,4900,4300,0,1318,1450,613,4355,0,0,5100,45,0,200,840,610,10,0,6418,6418,MEX
Montenegro,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1989,1,0,0,0,5,0,0,0,0,5,0,0,4,5,0,0,0,5,5,NCL
New Zealand,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1989,743,608,0,147,91,183,616,0,0,743,0,0,0,80,11,8,0,890,890,NIC
Nigeria,1989,0,35,0,16,153,13,35,90,0,95,0,85,95,148,5,0,5,201,201,NGA
North Macedonia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1989,182,107,0,48,75,48,107,0,0,182,0,0,0,75,0,0,0,230,230,PAN
Papua New Guinea,1989,1063,1346,0,457,11,199,1346,7,0,1092,0,0,29,2,9,0,7,1556,1556,PNG
Paraguay,1989,100,55,0,186,27,200,59,0,0,100,4,0,0,27,0,0,0,286,286,PRY
Peru,1989,1400,1469,0,400,181,150,1469,0,0,1400,0,0,0,131,50,0,0,1800,1800,PER
Philippines,1989,110,229,0,1036,736,1216,233,0,219,1149,0,0,820,85,651,4,0,2185,2185,PHL
Russia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1989,561,742,0,226,1,44,742,0,0,561,0,0,0,1,0,0,0,787,787,RWA
Saudi Arabia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1989,0,104,0,9,5,0,104,0,0,100,0,0,100,5,0,0,0,109,109,SLE
Singapore,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1989,10,55,0,13,15,13,55,0,0,70,0,0,60,15,0,0,0,83,83,LKA
Switzerland,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,1989,613,946,0,573,6,503,952,0,0,888,0,0,275,2,4,6,0,1461,1461,TZA
Thailand,1989,6,800,0,221,160,61,800,0,0,800,0,0,794,160,0,0,0,1021,1021,THA
Togo,1989,0,232,0,109,1,91,232,0,0,215,0,0,215,1,0,0,0,324,324,TGO
Trinidad and Tobago,1989,1,0,0,0,21,0,0,6,0,15,0,0,14,21,0,0,6,21,21,TTO
Turkey,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uganda,1989,285,2700,0,303,50,53,2700,0,0,2500,0,0,2215,50,0,0,0,2803,2803,UGA
Ukraine,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR
United Kingdom,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,1989,239,0,0,0,239,0,0,0,0,239,0,0,0,239,0,0,0,239,239,USA
Uruguay,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,1989,1075,194,0,273,950,204,194,0,0,1075,0,0,0,950,0,0,0,1348,1348,VEN
Vietnam,1989,0,932,0,223,95,181,932,0,0,985,0,0,985,95,0,0,0,1208,1208,VNM
Yemen,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YEM
Yemen (Sanaa),1989,65,54,0,0,10,0,55,0,0,65,1,0,0,10,0,0,0,65,65,
Zambia,1989,15,12,0,0,3,0,12,0,0,15,0,0,0,3,0,0,0,15,15,ZMB
Zimbabwe,1989,225,230,0,78,9,64,230,0,0,225,0,0,0,9,0,0,0,303,303,ZWE
