Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1977,30,963,0,3476,48,3385,963,0,0,920,0,0,890,48,0,0,0,4396,4396,AGO
Argentina,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1977,0,2,0,0,1,0,2,0,0,3,0,0,3,1,0,0,0,3,3,BEN
Bolivia,1977,118,85,0,33,31,35,85,0,0,118,0,0,0,31,0,0,0,151,151,BOL
Bosnia and Herzegovina,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1977,17100,6900,0,7630,7500,10130,7500,0,0,17500,0,0,400,7350,150,600,0,25130,25130,BRA
Burundi,1977,270,282,0,0,1,2,282,0,0,285,0,0,15,1,0,0,0,285,285,BDI
Cameroon,1977,344,1335,0,651,27,660,1335,0,0,1371,0,0,1027,24,3,0,0,2022,2022,CMR
Canada,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1977,0,156,0,22,12,19,156,0,0,165,0,0,165,12,0,0,0,187,187,CAF
Chile,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1977,11050,8274,0,4585,1550,5737,8348,0,0,11050,0,0,0,1470,80,74,0,15635,15635,COL
Congo (Brazzaville),1977,0,42,0,13,1,16,42,0,0,46,0,0,46,1,0,0,0,59,59,
Congo (Kinshasa),1977,179,1187,0,662,165,439,1187,0,0,1129,0,0,950,165,0,0,0,1791,1791,
Costa Rica,1977,1449,1267,4,108,185,105,1271,4,0,1449,4,0,0,185,0,0,0,1561,1561,CRI
Cote d'Ivoire,1977,0,3719,0,1310,36,578,3819,0,0,3123,5,0,3123,23,13,95,0,4433,4433,
Croatia,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1977,262,127,275,93,400,103,127,275,0,262,0,0,0,400,0,0,0,630,630,CUB
Dominican Republic,1977,1062,719,0,94,270,86,800,0,0,1062,81,0,0,270,0,0,0,1156,1156,DOM
Ecuador,1977,1065,1106,0,190,195,304,1125,0,0,1434,1,0,369,161,34,18,0,1624,1624,ECU
Egypt,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1977,2800,2450,0,552,190,674,2488,0,0,2800,0,0,0,171,19,38,0,3352,3352,SLV
Equatorial Guinea,1977,0,0,0,0,9,1,0,0,5,10,0,0,5,9,0,0,0,10,10,GNQ
Ethiopia,1977,3143,1517,0,815,1789,652,1517,0,0,3143,0,0,0,1789,0,0,0,3958,3958,ETH
European Union,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1977,0,2,0,0,1,0,2,0,0,3,0,0,3,1,0,0,0,3,3,GAB
Georgia,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1977,0,26,0,19,10,15,26,0,0,32,0,0,32,10,0,0,0,51,51,GHA
Guatemala,1977,2541,2157,0,63,305,141,2158,0,0,2541,0,0,0,285,20,1,0,2604,2604,GTM
Guinea,1977,0,66,0,7,6,1,66,0,0,66,0,0,66,6,0,0,0,73,73,GIN
Guyana,1977,0,0,0,0,18,0,0,0,12,18,0,0,6,18,0,0,0,18,18,GUY
