Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1964,50,2305,0,2474,70,2586,2305,0,0,2487,0,0,2437,70,0,0,0,4961,4961,AGO
Argentina,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1964,0,11,0,0,1,0,11,0,0,12,0,0,12,1,0,0,0,12,12,BEN
Bolivia,1964,58,35,0,3,13,13,35,0,0,58,0,0,0,13,0,0,0,61,61,BOL
Bosnia and Herzegovina,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1964,11000,12409,0,67272,8131,57723,12418,0,0,11000,1,0,0,8086,45,8,0,78272,78272,BRA
Burundi,1964,256,265,0,0,1,0,265,0,0,266,0,0,10,1,0,0,0,266,266,BDI
Cameroon,1964,312,746,0,145,1,262,746,1,0,863,0,1,551,1,0,0,0,1009,1009,CMR
Canada,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1964,0,133,0,27,3,12,133,0,0,121,0,0,121,3,0,0,0,148,148,CAF
Chile,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1964,8428,5741,0,2139,1164,3660,5743,0,0,8428,0,0,0,1139,25,2,0,10567,10567,COL
Congo (Brazzaville),1964,0,10,0,2,0,0,10,0,0,8,0,0,8,0,0,0,0,10,10,
Congo (Kinshasa),1964,117,710,0,350,85,334,710,0,0,779,0,0,662,85,0,0,0,1129,1129,
Costa Rica,1964,845,702,0,49,120,72,702,0,0,845,0,0,0,120,0,0,0,894,894,CRI
Cote d'Ivoire,1964,0,2670,0,1364,9,2009,2688,0,0,3342,4,0,3342,6,3,14,0,4706,4706,
Croatia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1964,600,65,35,63,550,83,65,35,0,600,0,0,0,550,0,0,0,698,698,CUB
Dominican Republic,1964,758,522,0,64,221,79,522,0,0,758,0,0,0,221,0,0,0,822,822,DOM
Ecuador,1964,760,704,0,120,108,91,704,0,0,783,0,0,23,99,9,0,0,903,903,ECU
Egypt,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1964,2052,1591,0,133,125,457,1603,0,0,2052,0,0,0,118,7,12,0,2185,2185,SLV
Equatorial Guinea,1964,0,120,0,0,10,0,120,0,65,130,0,0,65,10,0,0,0,130,130,GNQ
Ethiopia,1964,2416,1244,0,545,932,785,1244,0,0,2416,0,0,0,932,0,0,0,2961,2961,ETH
European Union,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1964,0,16,0,0,1,7,16,0,0,24,0,0,24,1,0,0,0,24,24,GAB
Georgia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1964,0,45,0,30,6,11,45,0,0,32,0,0,32,6,0,0,0,62,62,GHA
Guatemala,1964,1660,1290,0,32,210,184,1298,0,0,1660,0,0,0,195,15,8,0,1692,1692,GTM
Guinea,1964,0,148,0,0,2,0,148,0,0,150,0,0,150,2,0,0,0,150,150,GIN
Guyana,1964,0,4,0,0,6,0,4,0,8,10,0,0,2,6,0,0,0,10,10,GUY
Haiti,1964,588,381,0,34,188,53,381,0,0,588,0,0,0,188,0,0,0,622,622,HTI
Honduras,1964,479,404,0,138,75,138,404,0,0,479,0,0,0,75,0,0,0,617,617,HND
India,1964,700,460,0,344,637,255,460,0,0,1008,0,0,308,598,39,0,0,1352,1352,IND
Indonesia,1964,141,1222,0,216,761,216,1222,0,3,1983,0,0,1839,761,0,0,0,2199,2199,IDN
Iran,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1964,23,11,0,0,12,0,11,0,0,23,0,0,0,12,0,0,0,23,23,JAM
Jordan,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1964,730,666,0,254,19,299,666,0,0,730,0,0,0,19,0,0,0,984,984,KEN
"Korea, South",1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1964,0,53,0,1,2,2,53,1,4,55,0,1,51,2,0,0,0,57,57,LBR
Madagascar,1964,45,687,0,351,146,635,687,0,0,1117,0,0,1072,146,0,0,0,1468,1468,MDG
Malawi,1964,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,MWI
Malaysia,1964,0,13,44,0,88,0,15,51,42,52,2,1,10,88,0,0,6,103,103,MYS
Mexico,1964,2650,1366,0,326,1240,309,1427,0,0,2650,50,0,0,1225,15,11,0,2976,2976,MEX
Montenegro,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1964,12,29,0,0,6,0,29,0,3,35,0,0,20,6,0,0,0,35,35,NCL
New Zealand,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1964,610,432,0,48,60,143,455,0,0,610,0,0,0,57,3,23,0,658,658,NIC
Nigeria,1964,0,10,0,28,23,56,10,16,0,45,0,14,45,21,2,0,2,89,89,NGA
North Macedonia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1964,72,26,5,4,52,3,26,5,0,72,0,0,0,52,0,0,0,81,81,PAN
Papua New Guinea,1964,138,139,0,0,3,0,139,1,0,141,0,0,3,3,0,0,1,142,142,PNG
Paraguay,1964,99,83,0,0,16,0,83,0,0,99,0,0,0,16,0,0,0,99,99,PRY
Peru,1964,872,700,0,248,176,248,700,4,0,872,0,1,0,146,30,0,3,1124,1124,PER
Philippines,1964,4,0,0,53,501,52,0,0,225,500,0,0,271,37,464,0,0,553,553,PHL
Russia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1964,177,176,0,0,1,0,176,0,0,177,0,0,0,1,0,0,0,177,177,RWA
Saudi Arabia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1964,0,69,0,10,3,7,69,0,0,69,0,0,69,3,0,0,0,79,79,SLE
Singapore,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1964,1,0,0,0,10,0,0,0,0,10,0,0,9,10,0,0,0,10,10,LKA
Switzerland,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,1964,352,522,0,136,4,138,522,0,0,528,0,0,176,4,0,0,0,664,664,TZA
Thailand,1964,1,0,0,0,85,0,0,83,0,2,0,83,1,85,0,0,0,85,85,THA
Togo,1964,0,158,0,51,1,36,158,0,0,144,0,0,144,1,0,0,0,195,195,TGO
Trinidad and Tobago,1964,1,51,0,3,9,0,51,1,0,56,0,1,55,9,0,0,0,60,60,TTO
Turkey,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uganda,1964,175,2158,0,817,10,1102,2158,0,0,2453,0,0,2278,10,0,0,0,3270,3270,UGA
Ukraine,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR
United Kingdom,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,1964,344,114,8,57,279,16,114,8,0,344,0,0,0,196,83,0,0,409,409,USA
Uruguay,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,1964,786,258,0,86,510,103,259,0,0,786,1,0,0,510,0,0,0,872,872,VEN
Vietnam,1964,2,30,0,0,36,0,30,0,20,66,0,0,44,36,0,0,0,66,66,VNM
Yemen,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YEM
Yemen (Sanaa),1964,90,80,0,0,10,0,80,0,0,90,0,0,0,10,0,0,0,90,90,
Zambia,1964,0,0,0,0,5,0,0,5,0,0,0,5,0,5,0,0,0,5,5,ZMB
Zimbabwe,1964,1,1,0,1,6,1,1,6,0,1,0,6,0,6,0,0,0,8,8,ZWE
