Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2008,0,0,90,0,90,0,0,90,0,0,0,0,0,90,0,0,0,90,90,ALB
Algeria,2008,0,0,2045,0,2070,0,0,2070,0,0,0,0,0,2045,25,0,25,2070,2070,DZA
Angola,2008,0,4,0,25,31,20,4,0,0,30,0,0,30,31,0,0,0,55,55,AGO
Argentina,2008,0,0,480,0,685,0,0,685,0,0,0,5,0,485,200,0,200,685,685,ARG
Armenia,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2008,0,0,950,0,1340,0,0,1340,0,0,0,115,0,1065,275,0,275,1340,1340,AUS
Benin,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2008,135,73,0,62,80,44,73,0,0,135,0,0,0,80,0,0,0,197,197,BOL
Bosnia and Herzegovina,2008,0,0,315,0,315,0,0,315,0,0,0,0,0,315,0,0,0,315,315,BIH
Brazil,2008,40500,28396,0,2781,18030,6576,31475,0,0,53300,88,0,12800,17030,1000,2991,0,56081,56081,BRA
Burundi,2008,250,250,0,23,5,18,250,0,0,250,0,0,0,5,0,0,0,273,273,BDI
Cameroon,2008,90,480,0,124,75,219,480,0,0,650,0,0,560,70,5,0,0,774,774,CMR
Canada,2008,0,0,1940,0,3725,0,0,3725,0,0,0,860,0,2800,925,0,925,3725,3725,CAN
Central African Republic,2008,0,6,0,158,25,137,6,0,0,10,0,0,10,25,0,0,0,168,168,CAF
Chile,2008,0,0,190,0,190,0,0,190,0,0,0,0,0,190,0,0,0,190,190,CHL
China,2008,555,491,322,0,338,0,694,477,0,555,7,41,0,188,150,196,114,1032,1032,CHN
Colombia,2008,8664,8160,650,885,1065,209,8935,660,0,8664,50,0,0,765,300,725,10,10209,10209,COL
Congo (Brazzaville),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Congo (Kinshasa),2008,100,117,0,48,200,31,117,0,0,300,0,0,200,200,0,0,0,348,348,
Costa Rica,2008,1580,1385,15,76,265,26,1398,33,0,1580,11,0,0,247,18,2,18,1689,1689,CRI
Cote d'Ivoire,2008,0,1180,0,90,300,88,1555,0,0,1853,0,0,1853,300,0,375,0,1943,1943,
Croatia,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2008,127,6,0,0,121,0,6,0,0,127,0,0,0,121,0,0,0,127,127,CUB
Dominican Republic,2008,545,42,0,0,503,0,42,0,0,545,0,0,0,503,0,0,0,545,545,DOM
Ecuador,2008,360,179,310,11,167,7,861,389,0,635,2,2,275,7,160,680,77,1035,1035,ECU
Egypt,2008,0,0,275,0,275,0,0,275,0,0,0,0,0,275,0,0,0,275,275,EGY
El Salvador,2008,1550,1506,3,5,167,32,1510,154,0,1550,4,11,0,27,140,0,140,1709,1709,SLV
Equatorial Guinea,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNQ
Ethiopia,2008,5500,3000,0,120,2500,120,3000,0,0,5500,0,0,0,2500,0,0,0,5620,5620,ETH
European Union,2008,0,0,43680,12775,39120,16325,1010,43680,0,0,910,0,0,37090,2030,100,0,56455,56455,
Gabon,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GAB
Georgia,2008,0,0,55,0,55,0,0,55,0,0,0,0,0,55,0,0,0,55,55,GEO
Ghana,2008,0,18,0,5,1,5,18,0,0,19,0,0,19,1,0,0,0,24,24,GHA
Guatemala,2008,3970,3783,60,169,335,222,3815,223,0,3980,0,3,10,175,160,32,160,4372,4372,GTM
Guinea,2008,0,375,0,27,40,12,375,0,0,400,0,0,400,40,0,0,0,427,427,GIN
Guyana,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUY
Haiti,2008,360,17,0,41,340,44,17,0,0,360,0,0,0,340,0,0,0,401,401,HTI
Honduras,2008,3225,3050,0,57,200,50,3050,18,0,3225,0,8,0,190,10,0,10,3300,3300,HND
India,2008,1325,2125,560,1798,1215,2568,2950,560,0,4375,0,0,3050,1000,215,825,0,6733,6733,IND
Indonesia,2008,1300,6625,90,508,1890,1208,7700,290,0,10000,0,0,8700,1545,345,1075,200,10798,10798,IDN
Iran,2008,0,0,25,0,185,0,0,185,0,0,0,0,0,25,160,0,160,185,185,IRN
Jamaica,2008,31,26,0,0,5,0,26,0,0,31,0,0,0,5,0,0,0,31,31,JAM
Jordan,2008,0,0,260,0,360,0,0,360,0,0,0,0,0,260,100,0,100,360,360,JOR
Kazakhstan,2008,0,0,0,0,290,0,0,290,0,0,0,0,0,0,290,0,290,290,290,KAZ
Kenya,2008,900,980,0,352,20,252,980,0,0,900,0,0,0,20,0,0,0,1252,1252,KEN
"Korea, South",2008,0,0,1680,0,1745,0,0,1745,0,0,0,65,0,1745,0,0,0,1745,1745,
Kosovo,2008,0,0,35,0,35,0,0,35,0,0,0,0,0,35,0,0,0,35,35,
Laos,2008,0,250,0,0,100,0,250,0,0,350,0,0,350,100,0,0,0,350,350,LAO
Liberia,2008,0,7,0,0,0,0,7,0,0,7,0,0,7,0,0,0,0,7,7,LBR
Madagascar,2008,30,115,0,72,450,37,115,0,0,530,0,0,500,450,0,0,0,602,602,MDG
Malawi,2008,15,15,0,1,1,0,15,0,0,15,0,0,0,1,0,0,0,16,16,MWI
Malaysia,2008,0,0,640,0,515,0,1100,640,0,975,0,0,975,0,515,1100,0,1615,1615,MYS
Mexico,2008,4300,2125,425,130,2371,109,2735,535,0,4550,0,15,250,700,1671,610,95,5215,5215,MEX
Montenegro,2008,0,0,175,0,175,0,0,175,0,0,0,0,0,175,0,0,0,175,175,MNE
Morocco,2008,0,0,600,0,610,0,0,610,0,0,0,10,0,610,0,0,0,610,610,MAR
New Caledonia,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCL
New Zealand,2008,0,0,150,0,285,0,0,285,0,0,0,5,0,155,130,0,130,285,285,NZL
Nicaragua,2008,1650,1425,45,33,145,8,1595,65,0,1650,10,0,0,125,20,160,20,1748,1748,NIC
Nigeria,2008,0,1,0,0,29,0,1,0,0,30,0,0,30,24,5,0,0,30,30,NGA
North Macedonia,2008,0,0,115,0,115,0,0,115,0,0,0,0,0,115,0,0,0,115,115,MKD
Norway,2008,0,0,610,0,770,0,0,770,0,0,0,70,0,680,90,0,90,770,770,NOR
Panama,2008,100,45,0,0,55,0,45,0,0,100,0,0,0,55,0,0,0,100,100,PAN
Papua New Guinea,2008,1000,1070,0,86,30,21,1070,0,0,1035,0,0,35,30,0,0,0,1121,1121,PNG
Paraguay,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRY
Peru,2008,4000,3830,0,64,150,84,3830,0,0,4000,0,0,0,10,140,0,0,4064,4064,PER
Philippines,2008,35,0,450,129,1735,124,0,1370,0,360,0,0,325,140,1595,0,920,1859,1859,PHL
Russia,2008,0,0,1240,0,3325,0,0,3325,0,0,0,135,0,1375,1950,0,1950,3325,3325,
Rwanda,2008,340,340,0,0,0,0,340,0,0,340,0,0,0,0,0,0,0,340,340,RWA
Saudi Arabia,2008,0,0,540,0,550,0,0,550,0,0,0,10,0,550,0,0,0,550,550,SAU
Senegal,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,2008,0,0,590,0,660,0,0,660,0,0,0,0,0,590,70,0,70,660,660,SRB
Sierra Leone,2008,0,70,0,0,17,0,70,0,0,87,0,0,87,17,0,0,0,87,87,SLE
Singapore,2008,0,0,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,100,SGP
South Africa,2008,0,0,310,0,370,0,0,370,0,0,0,0,0,310,60,0,60,370,370,ZAF
Sri Lanka,2008,10,0,0,6,41,0,0,0,0,35,0,0,25,41,0,0,0,41,41,LKA
Switzerland,2008,0,0,1780,0,1455,0,325,1780,0,0,325,0,0,1455,0,0,0,1780,1780,CHE
Taiwan,2008,0,0,175,0,205,0,0,205,0,0,0,30,0,205,0,0,0,205,205,TWN
Tanzania,2008,650,1200,0,360,25,280,1205,0,0,1150,0,0,500,25,0,5,0,1510,1510,TZA
Thailand,2008,0,0,675,102,490,37,1050,675,0,800,0,0,800,210,280,1050,0,1577,1577,THA
Togo,2008,0,188,0,3,0,0,188,0,0,185,0,0,185,0,0,0,0,188,188,TGO
Trinidad and Tobago,2008,1,0,0,0,2,0,0,0,0,2,0,0,1,2,0,0,0,2,2,TTO
Turkey,2008,0,0,260,0,275,0,0,275,0,0,0,15,0,275,0,0,0,275,275,
Uganda,2008,650,3050,0,561,130,641,3050,0,0,3260,0,0,2610,130,0,0,0,3821,3821,UGA
Ukraine,2008,0,0,80,0,1925,0,0,1925,0,0,0,255,0,335,1590,0,1590,1925,1925,UKR
United Kingdom,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,2008,125,0,21650,5600,21832,5333,800,22240,0,125,800,0,0,21242,590,0,590,27965,27965,USA
Uruguay,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,2008,1000,200,0,414,835,349,235,5,0,1000,35,4,0,825,10,0,1,1419,1419,VEN
Vietnam,2008,480,15430,70,1747,950,2307,15565,95,0,16980,25,0,16500,850,100,110,25,18822,18822,VNM
Yemen,2008,150,35,0,0,115,0,35,0,0,150,0,0,0,115,0,0,0,150,150,YEM
Yemen (Sanaa),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zambia,2008,39,39,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,39,39,ZMB
Zimbabwe,2008,22,18,0,0,4,0,18,0,0,22,0,0,0,4,0,0,0,22,22,ZWE
