Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1972,79,3097,0,4850,97,5719,3097,0,0,4063,0,0,3984,97,0,0,0,8913,8913,AGO
Argentina,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1972,0,8,0,6,1,6,8,0,0,9,0,0,9,1,0,0,0,15,15,BEN
Bolivia,1972,88,65,0,11,24,10,65,0,0,88,0,0,0,24,0,0,0,99,99,BOL
Bosnia and Herzegovina,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1972,24500,17259,0,27632,7000,25888,19244,0,0,24500,148,0,0,6915,85,1837,0,52132,52132,BRA
Burundi,1972,313,313,0,4,1,18,313,0,0,328,0,0,15,1,0,0,0,332,332,BDI
Cameroon,1972,379,1221,0,702,26,818,1221,0,0,1363,0,0,984,23,3,0,0,2065,2065,CMR
Canada,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1972,0,190,0,20,10,13,190,0,0,193,0,0,193,10,0,0,0,213,213,CAF
Chile,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1972,8600,6502,0,4227,1370,4952,6505,0,0,8600,0,0,0,1310,60,3,0,12827,12827,COL
Congo (Brazzaville),1972,0,21,0,10,1,2,21,0,0,14,0,0,14,1,0,0,0,24,24,
