Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,2002,0,0,1800,0,1805,0,0,1805,0,0,0,0,0,1800,5,0,5,1805,1805,DZA
Angola,2002,0,12,0,5,20,30,12,0,0,57,0,0,57,20,0,0,0,62,62,AGO
Argentina,2002,0,0,490,0,591,0,0,591,0,0,0,1,0,491,100,0,100,591,591,ARG
Armenia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2002,0,0,670,0,855,0,0,855,0,0,0,40,0,710,145,0,145,855,855,AUS
Benin,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2002,149,89,0,170,60,170,89,0,0,149,0,0,0,60,0,0,0,319,319,BOL
Bosnia and Herzegovina,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,2002,41600,26620,0,7235,13500,17939,29396,0,0,53600,66,0,12000,12700,800,2710,0,60835,60835,BRA
Burundi,2002,454,543,0,387,2,296,543,0,0,454,0,0,0,2,0,0,0,841,841,BDI
Cameroon,2002,88,732,0,20,69,20,732,0,0,801,0,0,713,64,5,0,0,821,821,CMR
Canada,2002,0,0,1540,0,2170,0,0,2170,0,0,0,570,0,2110,60,0,60,2170,2170,CAN
Central African Republic,2002,0,38,0,233,4,283,38,0,0,92,0,0,92,4,0,0,0,325,325,CAF
Chile,2002,0,0,210,0,210,0,0,210,0,0,0,0,0,210,0,0,0,210,210,CHL
China,2002,324,269,185,0,117,0,431,224,0,324,4,17,0,95,22,158,22,548,548,CHN
Colombia,2002,11712,9808,0,1393,1260,1437,10478,70,0,11712,120,70,0,1010,250,550,0,13175,13175,COL
Congo (Brazzaville),2002,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,3,
Congo (Kinshasa),2002,45,176,0,283,200,226,176,0,0,319,0,0,274,200,0,0,0,602,602,
Costa Rica,2002,2207,2202,2,500,309,200,2212,14,0,2207,8,0,0,297,12,2,12,2721,2721,CRI
Cote d'Ivoire,2002,0,2845,0,2786,633,700,3278,0,0,1825,4,0,1825,600,33,429,0,4611,4611,
Croatia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2002,239,58,0,224,224,181,58,0,0,239,0,0,0,224,0,0,0,463,463,CUB
Dominican Republic,2002,455,304,0,355,300,200,310,0,0,455,6,0,0,300,0,0,0,810,810,DOM
Ecuador,2002,410,222,130,9,300,29,600,130,0,790,1,0,380,240,60,377,0,929,929,ECU
Egypt,2002,0,0,50,0,50,0,0,50,0,0,0,0,0,50,0,0,0,50,50,EGY
El Salvador,2002,1351,1343,25,2,142,2,1348,139,0,1351,1,3,0,31,111,4,111,1492,1492,SLV
Equatorial Guinea,2002,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,GNQ
Ethiopia,2002,3693,2277,0,845,1833,428,2277,0,0,3693,0,0,0,1833,0,0,0,4538,4538,ETH
European Union,2002,0,0,42490,12000,41580,12450,720,42750,0,0,720,0,0,39755,1825,0,260,54750,54750,
Gabon,2002,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,GAB
Georgia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,2002,0,33,0,11,1,6,33,0,0,29,0,0,29,1,0,0,0,40,40,GHA
Guatemala,2002,3775,3500,150,5,510,37,3500,240,0,3802,0,0,27,420,90,0,90,4047,4047,GTM
Guinea,2002,0,278,0,116,50,116,278,0,0,328,0,0,328,50,0,0,0,444,444,GIN
Guyana,2002,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,GUY
Haiti,2002,374,37,0,166,340,163,37,0,0,374,0,0,0,340,0,0,0,540,540,HTI
Honduras,2002,2496,2438,0,262,220,110,2438,10,0,2496,0,0,0,210,10,0,10,2768,2768,HND
India,2002,2048,2775,150,936,1050,1059,3565,150,0,4588,0,0,2540,890,160,790,0,5674,5674,IND
Indonesia,2002,550,5400,60,188,1306,131,5646,95,0,6800,46,10,6250,1266,40,200,25,7083,7083,IDN
Iran,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,2002,37,25,0,13,8,17,25,0,0,37,0,0,0,8,0,0,0,50,50,JAM
Jordan,2002,0,0,230,0,235,0,0,235,0,0,0,0,0,230,5,0,5,235,235,JOR
Kazakhstan,2002,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,100,100,100,KAZ
Kenya,2002,924,853,0,254,23,307,853,3,0,926,0,0,2,20,3,0,3,1183,1183,KEN
"Korea, South",2002,0,0,1290,0,1300,0,0,1300,0,0,0,10,0,1300,0,0,0,1300,1300,
Kosovo,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,2002,0,233,0,0,304,0,233,0,0,537,0,0,537,304,0,0,0,537,537,LAO
Liberia,2002,0,58,0,0,5,0,58,0,0,63,0,0,63,5,0,0,0,63,63,LBR
Madagascar,2002,25,194,0,288,217,322,194,0,0,445,0,0,420,217,0,0,0,733,733,MDG
Malawi,2002,42,43,0,3,1,1,43,0,0,42,0,0,0,1,0,0,0,45,45,MWI
Malaysia,2002,0,0,300,0,90,0,1160,300,0,950,0,0,950,0,90,1160,0,1250,1250,MYS
Mexico,2002,4200,3050,175,0,1005,0,3520,175,0,4350,20,0,150,600,405,450,0,4525,4525,MEX
Montenegro,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,2002,0,0,550,0,555,0,0,555,0,0,0,5,0,555,0,0,0,555,555,MAR
New Caledonia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCL
New Zealand,2002,0,0,90,0,225,0,0,225,0,0,0,25,0,115,110,0,110,225,225,NZL
Nicaragua,2002,1200,1128,50,100,170,42,1158,70,0,1200,0,0,0,150,20,30,20,1370,1370,NIC
Nigeria,2002,0,10,1,34,103,38,10,67,0,50,0,3,50,40,63,0,63,151,151,NGA
North Macedonia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,2002,0,0,610,125,835,0,0,710,0,0,0,30,0,765,70,0,70,835,835,NOR
Panama,2002,140,84,0,73,67,62,84,0,0,140,0,0,0,67,0,0,0,213,213,PAN
Papua New Guinea,2002,1031,1075,0,378,2,385,1076,0,0,1085,1,0,54,1,1,0,0,1463,1463,PNG
Paraguay,2002,26,10,0,108,35,89,10,0,0,26,0,0,0,35,0,0,0,134,134,PRY
Peru,2002,2760,2575,0,20,185,20,2575,0,0,2760,0,0,0,60,125,0,0,2780,2780,PER
Philippines,2002,38,3,415,215,1315,230,3,607,28,726,0,2,660,90,1225,0,190,1548,1548,PHL
Russia,2002,0,0,450,0,4050,0,0,4050,0,0,0,75,0,525,3525,0,3525,4050,4050,
Rwanda,2002,320,308,0,85,1,96,308,0,0,320,0,0,0,1,0,0,0,405,405,RWA
Saudi Arabia,2002,0,0,425,0,430,0,0,430,0,0,0,5,0,430,0,0,0,430,430,SAU
Senegal,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,2002,0,0,740,0,755,0,0,755,0,0,0,0,0,740,15,0,15,755,755,SRB
Sierra Leone,2002,0,37,0,30,5,30,37,0,0,42,0,0,42,5,0,0,0,72,72,SLE
Singapore,2002,0,0,130,0,130,0,0,130,0,0,0,0,0,130,0,0,0,130,130,SGP
South Africa,2002,0,0,340,0,325,0,15,340,0,0,0,0,0,325,0,15,0,340,340,ZAF
Sri Lanka,2002,10,5,0,23,30,22,5,0,0,34,0,0,24,30,0,0,0,57,57,LKA
Switzerland,2002,0,0,1250,190,1380,0,60,1250,0,0,60,0,0,1380,0,0,0,1440,1440,CHE
Taiwan,2002,0,0,120,0,140,0,0,140,0,0,0,20,0,140,0,0,0,140,140,TWN
Tanzania,2002,478,810,0,218,15,207,820,0,0,824,0,0,346,11,4,10,0,1042,1042,TZA
Thailand,2002,0,189,0,87,510,120,189,0,0,732,0,0,732,210,300,0,0,819,819,THA
Togo,2002,0,78,0,62,2,50,78,0,0,68,0,0,68,2,0,0,0,130,130,TGO
Trinidad and Tobago,2002,1,0,0,0,14,0,2,0,0,16,2,0,15,14,0,0,0,16,16,TTO
Turkey,2002,0,0,180,0,190,0,0,190,0,0,0,10,0,190,0,0,0,190,190,
Uganda,2002,450,2680,0,126,120,82,2680,0,0,2756,0,0,2306,120,0,0,0,2882,2882,UGA
Ukraine,2002,0,0,75,0,675,0,0,675,0,0,0,125,0,200,475,0,475,675,675,UKR
United Kingdom,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,2002,163,0,20840,5490,21133,6100,50,21630,0,163,50,0,0,20343,790,0,790,27283,27283,USA
Uruguay,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,2002,920,270,2,603,720,528,281,6,0,920,8,1,0,710,10,3,3,1529,1529,VEN
Vietnam,2002,250,11176,0,842,500,333,11176,0,0,11167,0,0,10917,500,0,0,0,12009,12009,VNM
Yemen,2002,192,58,0,0,121,0,71,0,0,192,13,0,0,121,0,0,0,192,192,YEM
Yemen (Sanaa),2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zambia,2002,119,118,0,0,1,0,118,0,0,119,0,0,0,1,0,0,0,119,119,ZMB
Zimbabwe,2002,110,106,0,37,4,37,106,0,0,110,0,0,0,4,0,0,0,147,147,ZWE
