Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,2001,0,11,0,15,20,5,11,0,0,21,0,0,21,20,0,0,0,36,36,AGO
Argentina,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2001,118,64,0,176,60,170,64,0,0,118,0,0,0,60,0,0,0,294,294,BOL
Bosnia and Herzegovina,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,2001,24400,22245,0,10630,13700,7235,24795,0,0,35100,75,0,10700,13000,700,2475,0,45730,45730,BRA
Burundi,2001,261,217,0,345,2,387,217,0,0,261,0,0,0,2,0,0,0,606,606,BDI
Cameroon,2001,75,617,0,20,69,20,617,0,0,686,0,0,611,64,5,0,0,706,706,CMR
Canada,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,2001,0,100,0,268,10,233,100,0,0,75,0,0,75,10,0,0,0,343,343,CAF
Chile,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,2001,11950,10005,0,1618,1590,1393,10665,80,0,11950,120,80,0,1350,240,540,0,13648,13648,COL
Congo (Brazzaville),2001,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,3,
Congo (Kinshasa),2001,88,162,0,223,198,283,162,0,0,420,0,0,332,198,0,0,0,643,643,
Costa Rica,2001,2338,2488,0,1000,350,500,2488,0,0,2338,0,0,0,345,5,0,0,3338,3338,CRI
Cote d'Ivoire,2001,0,2615,0,2340,64,2786,3058,0,0,3568,3,0,3568,31,33,440,0,5908,5908,
Croatia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2001,285,92,0,251,220,224,92,0,0,285,0,0,0,220,0,0,0,536,536,CUB
