Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2005,0,0,80,0,80,0,0,80,0,0,0,0,0,80,0,0,0,80,80,ALB
Algeria,2005,0,0,2075,0,2085,0,0,2085,0,0,0,0,0,2075,10,0,10,2085,2085,DZA
Angola,2005,0,5,0,30,25,25,5,0,0,25,0,0,25,25,0,0,0,55,55,AGO
Argentina,2005,0,0,490,0,661,0,0,661,0,0,0,1,0,491,170,0,170,661,661,ARG
Armenia,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2005,0,0,830,0,1130,0,0,1130,0,0,0,50,0,880,250,0,250,1130,1130,AUS
Benin,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2005,135,69,0,121,80,107,69,0,0,135,0,0,0,80,0,0,0,256,256,BOL
Bosnia and Herzegovina,2005,0,0,360,0,360,0,0,360,0,0,0,0,0,360,0,0,0,360,360,BIH
Brazil,2005,26000,21264,0,11999,15915,7641,24543,0,0,36100,86,0,10100,15000,915,3193,0,48099,48099,BRA
Burundi,2005,285,475,0,267,2,75,475,0,0,285,0,0,0,2,0,0,0,552,552,BDI
Cameroon,2005,93,715,0,34,75,94,715,0,0,850,0,0,757,70,5,0,0,884,884,CMR
Canada,2005,0,0,1925,0,3205,0,0,3205,0,0,0,800,0,2725,480,0,480,3205,3205,CAN
Central African Republic,2005,0,21,0,233,25,208,21,0,0,21,0,0,21,25,0,0,0,254,254,CAF
Chile,2005,0,0,235,0,235,0,0,235,0,0,0,0,0,235,0,0,0,235,235,CHL
China,2005,365,267,275,0,172,0,563,370,0,365,13,36,0,113,59,283,59,735,735,CHN
Colombia,2005,11953,9855,290,478,1302,756,10678,305,0,11953,20,15,0,1032,270,803,0,12736,12736,COL
Congo (Brazzaville),2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Congo (Kinshasa),2005,54,105,0,60,175,16,105,0,0,236,0,0,182,175,0,0,0,296,296,
Costa Rica,2005,1751,1388,1,200,368,200,1397,14,0,1751,9,0,0,355,13,0,13,1965,1965,CRI
Cote d'Ivoire,2005,0,1700,0,378,300,130,2010,0,0,2062,0,0,2062,300,0,310,0,2440,2440,
Croatia,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2005,125,8,0,63,180,0,8,0,0,125,0,0,0,180,0,0,0,188,188,CUB
Dominican Republic,2005,310,48,0,0,262,0,48,0,0,310,0,0,0,262,0,0,0,310,310,DOM
Ecuador,2005,475,325,126,3,145,14,896,217,0,835,1,1,360,5,140,570,90,1055,1055,ECU
Egypt,2005,0,0,80,0,80,0,0,80,0,0,0,0,0,80,0,0,0,80,80,EGY
El Salvador,2005,1387,1310,30,5,196,5,1315,124,0,1387,3,9,0,111,85,2,85,1516,1516,SLV
Equatorial Guinea,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNQ
Ethiopia,2005,4500,2750,0,296,1826,220,2750,0,0,4500,0,0,0,1826,0,0,0,4796,4796,ETH
European Union,2005,0,0,42125,13810,43675,10925,1335,42125,0,0,1030,0,0,41735,1940,305,0,55935,55935,
Gabon,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GAB
Georgia,2005,0,0,25,0,25,0,0,25,0,0,0,0,0,25,0,0,0,25,25,GEO
Ghana,2005,0,16,0,5,1,5,16,0,0,17,0,0,17,1,0,0,0,22,22,GHA
Guatemala,2005,3700,3325,0,36,350,176,3325,100,0,3715,0,0,15,250,100,0,100,3851,3851,GTM
Guinea,2005,0,460,0,27,50,42,460,0,0,525,0,0,525,50,0,0,0,552,552,GIN
Guyana,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUY
Haiti,2005,331,24,0,122,340,89,24,0,0,331,0,0,0,340,0,0,0,453,453,HTI
Honduras,2005,3204,2850,0,25,280,114,2850,15,0,3204,0,5,0,270,10,0,10,3244,3244,HND
India,2005,1570,2970,370,1672,1364,1448,3800,370,0,4570,0,0,3000,1194,170,830,0,6612,6612,IND
Indonesia,2005,1050,7700,50,198,1695,58,8060,165,0,9450,0,0,8400,1480,215,360,115,9813,9813,IDN
Iran,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,2005,34,23,0,0,11,0,23,0,0,34,0,0,0,11,0,0,0,34,34,JAM
Jordan,2005,0,0,130,0,180,0,0,180,0,0,0,0,0,130,50,0,50,180,180,JOR
Kazakhstan,2005,0,0,0,0,210,0,0,210,0,0,0,0,0,0,210,0,210,210,210,KAZ
Kenya,2005,805,615,0,286,20,456,615,0,0,805,0,0,0,20,0,0,0,1091,1091,KEN
"Korea, South",2005,0,0,1425,0,1455,0,0,1455,0,0,0,30,0,1455,0,0,0,1455,1455,
Kosovo,2005,0,0,50,0,50,0,0,50,0,0,0,0,0,50,0,0,0,50,50,
Laos,2005,0,133,0,0,167,0,133,0,0,300,0,0,300,167,0,0,0,300,300,LAO
Liberia,2005,0,66,0,0,5,0,66,0,0,71,0,0,71,5,0,0,0,71,71,LBR
Madagascar,2005,30,140,0,248,475,225,140,0,0,592,0,0,562,475,0,0,0,840,840,MDG
Malawi,2005,24,21,0,1,1,3,21,0,0,24,0,0,0,1,0,0,0,25,25,MWI
Malaysia,2005,0,0,465,0,390,0,775,465,0,700,0,0,700,0,390,775,0,1165,1165,MYS
