Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1994,0,12,0,47,74,61,12,0,0,100,0,0,100,74,0,0,0,147,147,AGO
Argentina,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,1994,123,86,0,181,35,183,86,0,0,123,0,0,0,35,0,0,0,304,304,BOL
Bosnia and Herzegovina,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1994,24500,14392,0,20604,9700,22026,16878,0,0,28000,0,0,3500,9200,500,2486,0,48604,48604,BRA
Burundi,1994,659,580,0,266,2,348,580,0,0,664,0,0,5,2,0,0,0,930,930,BDI
Cameroon,1994,17,359,0,72,30,66,384,5,0,403,25,0,386,25,5,0,5,480,480,CMR
Canada,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1994,0,235,0,233,15,233,235,0,0,250,0,0,250,15,0,0,0,483,483,CAF
Chile,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1994,13000,8829,0,3431,1436,5680,9315,0,0,13000,70,0,0,1216,220,416,0,16431,16431,COL
Congo (Brazzaville),1994,0,6,0,1,3,0,6,0,0,8,0,0,8,3,0,0,0,9,9,
Congo (Kinshasa),1994,300,1078,0,275,200,295,1078,0,0,1298,0,0,998,200,0,0,0,1573,1573,
Costa Rica,1994,2492,1828,0,816,240,1240,1828,0,0,2492,0,0,0,235,5,0,0,3308,3308,CRI
Cote d'Ivoire,1994,0,2425,0,513,46,1678,2522,0,0,3733,3,0,3733,22,24,94,0,4246,4246,
Croatia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1994,284,125,0,272,194,237,125,0,0,284,0,0,0,194,0,0,0,556,556,CUB
Dominican Republic,1994,698,391,0,161,305,161,395,0,0,700,4,0,2,305,0,0,0,861,861,DOM
Ecuador,1994,1500,1930,315,60,300,50,2580,320,0,2550,30,0,1050,240,60,620,5,2930,2930,ECU
Egypt,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1994,2314,1685,0,289,235,657,1711,0,0,2314,1,0,0,211,24,25,0,2603,2603,SLV
Equatorial Guinea,1994,0,3,0,2,0,2,3,0,0,3,0,0,3,0,0,0,0,5,5,GNQ
Ethiopia,1994,3800,2100,0,1060,1500,1260,2100,0,0,3800,0,0,0,1500,0,0,0,4860,4860,ETH
European Union,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1994,0,7,0,1,1,1,7,0,0,8,0,0,8,1,0,0,0,9,9,GAB
Georgia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1994,0,35,0,6,28,0,35,0,0,57,0,0,57,28,0,0,0,63,63,GHA
Guatemala,1994,3473,3500,300,11,280,30,3501,300,0,3500,1,0,27,270,10,0,0,3811,3811,GTM
Guinea,1994,0,147,0,69,50,69,148,0,0,198,1,0,198,50,0,0,0,267,267,GIN
Guyana,1994,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,5,GUY
Haiti,1994,358,123,0,277,330,182,123,0,0,358,0,0,0,330,0,0,0,635,635,HTI
Honduras,1994,2295,1753,0,41,241,297,1798,0,0,2295,45,0,0,241,0,0,0,2336,2336,HND
India,1994,1340,1978,0,860,749,1083,2088,0,0,3060,0,0,1720,629,120,110,0,3920,3920,IND
Indonesia,1994,430,4445,10,1377,1960,1386,4446,15,0,6400,1,5,5970,1921,39,0,0,7792,7792,IDN
Iran,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1994,44,23,0,13,15,18,24,0,0,44,0,0,0,15,0,1,0,57,57,JAM
Jordan,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1994,1582,1325,0,502,22,741,1325,2,0,1584,0,0,2,20,2,0,2,2088,2088,KEN
"Korea, South",1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1994,5,99,0,0,1,0,99,0,0,100,0,0,95,1,0,0,0,100,100,LAO
Liberia,1994,0,0,0,0,5,0,0,0,0,5,0,0,5,5,0,0,0,5,5,LBR
Madagascar,1994,23,475,0,275,167,275,475,0,0,642,0,0,619,167,0,0,0,917,917,MDG
Malawi,1994,84,87,0,11,2,6,87,0,0,84,0,0,0,2,0,0,0,95,95,MWI
Malaysia,1994,0,10,278,6,436,4,12,293,0,153,1,5,153,436,0,1,10,452,452,MYS
Mexico,1994,3870,2956,50,187,1000,141,3156,80,0,4030,5,0,160,500,500,195,30,4297,4297,MEX
Montenegro,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1994,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,5,NCL
New Zealand,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1994,685,557,0,209,110,220,564,0,0,685,0,0,0,100,10,7,0,894,894,NIC
Nigeria,1994,0,11,2,4,50,4,12,10,0,52,0,4,52,50,0,1,4,66,66,NGA
North Macedonia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1994,190,144,0,53,66,33,144,0,0,190,0,0,0,66,0,0,0,243,243,PAN
Papua New Guinea,1994,1099,1135,0,272,2,285,1136,12,0,1139,1,0,40,1,1,0,12,1423,1423,PNG
Paraguay,1994,50,12,0,91,20,83,38,0,0,50,0,0,0,20,0,26,0,141,141,PRY
Peru,1994,1453,1107,0,64,265,170,1107,25,0,1453,0,0,0,165,100,0,25,1542,1542,PER
Philippines,1994,78,63,0,896,1055,643,78,2,200,878,0,0,600,108,947,15,2,1776,1776,PHL
Russia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1994,22,22,0,86,1,85,22,0,0,22,0,0,0,1,0,0,0,108,108,RWA
Saudi Arabia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1994,0,68,0,13,5,13,68,0,0,73,0,0,73,5,0,0,0,86,86,SLE
Singapore,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
