Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2007,0,0,80,0,80,0,0,80,0,0,0,0,0,80,0,0,0,80,80,ALB
Algeria,2007,0,0,2025,0,2050,0,0,2050,0,0,0,0,0,2025,25,0,25,2050,2050,DZA
Angola,2007,0,4,0,30,31,25,4,0,0,30,0,0,30,31,0,0,0,60,60,AGO
Argentina,2007,0,0,490,0,700,0,0,700,0,0,0,10,0,500,200,0,200,700,700,ARG
Armenia,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2007,0,0,910,0,1245,0,0,1245,0,0,0,75,0,985,260,0,260,1245,1245,AUS
Benin,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2007,140,73,0,75,80,62,73,0,0,140,0,0,0,80,0,0,0,215,215,BOL
Bosnia and Herzegovina,2007,0,0,375,0,375,0,0,375,0,0,0,0,0,375,0,0,0,375,375,BIH
Brazil,2007,27650,23770,0,8361,17390,2781,27290,0,0,39100,125,0,11450,16390,1000,3395,0,47461,47461,BRA
Burundi,2007,209,300,0,119,5,23,300,0,0,209,0,0,0,5,0,0,0,328,328,BDI
Cameroon,2007,90,560,0,64,75,124,560,0,0,695,0,0,605,70,5,0,0,759,759,CMR
Canada,2007,0,0,1960,0,3860,0,0,3860,0,0,0,1060,0,3020,840,0,840,3860,3860,CAN
Central African Republic,2007,0,50,0,183,25,158,50,0,0,50,0,0,50,25,0,0,0,233,233,CAF
Chile,2007,0,0,225,0,225,0,0,225,0,0,0,0,0,225,0,0,0,225,225,CHL
China,2007,433,400,300,0,164,0,749,480,0,433,16,59,0,79,85,333,121,913,913,CHN
Colombia,2007,12515,10770,110,890,1110,885,11525,115,0,12515,35,0,0,810,300,720,5,13520,13520,COL
Congo (Brazzaville),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Congo (Kinshasa),2007,115,110,0,43,200,48,110,0,0,315,0,0,200,200,0,0,0,358,358,
Costa Rica,2007,1867,1640,4,77,222,76,1666,20,0,1867,11,0,0,206,16,15,16,1964,1964,CRI
Cote d'Ivoire,2007,0,1550,0,182,300,90,1890,0,0,2098,0,0,2098,300,0,340,0,2280,2280,
Croatia,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2007,70,5,0,0,65,0,5,0,0,70,0,0,0,65,0,0,0,70,70,CUB
Dominican Republic,2007,465,41,0,0,424,0,41,0,0,465,0,0,0,424,0,0,0,465,465,DOM
Ecuador,2007,475,180,210,9,155,11,942,274,0,825,2,0,350,5,150,760,64,1108,1108,ECU
Egypt,2007,0,0,225,0,225,0,0,225,0,0,0,0,0,225,0,0,0,225,225,EGY
El Salvador,2007,1650,1580,1,5,161,5,1585,96,0,1650,5,15,0,81,80,0,80,1751,1751,SLV
Equatorial Guinea,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNQ
Ethiopia,2007,5000,2800,0,220,2300,120,2800,0,0,5000,0,0,0,2300,0,0,0,5220,5220,ETH
European Union,2007,0,0,43900,12900,42965,12775,1060,43900,0,0,1000,0,0,40745,2220,60,0,56800,56800,
Gabon,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GAB
Georgia,2007,0,0,30,0,30,0,0,30,0,0,0,0,0,30,0,0,0,30,30,GEO
Ghana,2007,0,26,0,5,1,5,26,0,0,27,0,0,27,1,0,0,0,32,32,GHA
Guatemala,2007,4100,3890,50,96,315,169,3915,193,0,4110,0,3,10,175,140,25,140,4399,4399,GTM
Guinea,2007,0,195,0,12,40,27,195,0,0,250,0,0,250,40,0,0,0,262,262,GIN
Guyana,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUY
Haiti,2007,335,19,0,65,340,41,19,0,0,335,0,0,0,340,0,0,0,400,400,HTI
Honduras,2007,3642,3440,0,41,213,57,3440,27,0,3642,0,7,0,193,20,0,20,3710,3710,HND
India,2007,1540,2620,490,1868,1265,1798,3660,490,0,4365,0,0,2825,1020,245,1040,0,6723,6723,IND
Indonesia,2007,800,5510,100,248,1720,508,6360,340,0,8000,0,0,7200,1350,370,850,240,8588,8588,IDN
Iran,2007,0,0,25,0,175,0,0,175,0,0,0,0,0,25,150,0,150,175,175,IRN
Jamaica,2007,35,30,0,0,5,0,30,0,0,35,0,0,0,5,0,0,0,35,35,JAM
Jordan,2007,0,0,215,0,290,0,0,290,0,0,0,0,0,215,75,0,75,290,290,JOR
Kazakhstan,2007,0,0,0,0,280,0,0,280,0,0,0,0,0,0,280,0,280,280,280,KAZ
Kenya,2007,750,820,0,442,20,352,820,0,0,750,0,0,0,20,0,0,0,1192,1192,KEN
"Korea, South",2007,0,0,1550,0,1610,0,0,1610,0,0,0,60,0,1610,0,0,0,1610,1610,
Kosovo,2007,0,0,45,0,45,0,0,45,0,0,0,0,0,45,0,0,0,45,45,
Laos,2007,0,225,0,0,130,0,225,0,0,355,0,0,355,130,0,0,0,355,355,LAO
Liberia,2007,0,25,0,0,0,0,25,0,0,25,0,0,25,0,0,0,0,25,25,LBR
Madagascar,2007,30,165,0,132,450,72,165,0,0,555,0,0,525,450,0,0,0,687,687,MDG
Malawi,2007,25,25,0,2,1,1,25,0,0,25,0,0,0,1,0,0,0,27,27,MWI
Malaysia,2007,0,0,650,0,520,0,900,650,0,770,0,0,770,0,520,900,0,1420,1420,MYS
Mexico,2007,4100,1910,500,19,2299,130,2610,670,0,4350,0,20,250,650,1649,700,150,5039,5039,MEX
Montenegro,2007,0,0,130,0,130,0,0,130,0,0,0,0,0,130,0,0,0,130,130,MNE
Morocco,2007,0,0,570,0,580,0,0,580,0,0,0,10,0,580,0,0,0,580,580,MAR
New Caledonia,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCL
New Zealand,2007,0,0,140,0,280,0,0,280,0,0,0,20,0,160,120,0,120,280,280,NZL
Nicaragua,2007,1850,1580,15,18,125,33,1755,45,0,1850,10,0,0,95,30,165,30,1913,1913,NIC
Nigeria,2007,0,1,0,0,34,0,1,0,0,35,0,0,35,29,5,0,0,35,35,NGA
North Macedonia,2007,0,0,110,0,110,0,0,110,0,0,0,0,0,110,0,0,0,110,110,MKD
Norway,2007,0,0,580,0,730,0,0,730,0,0,0,60,0,640,90,0,90,730,730,NOR
Panama,2007,150,96,0,0,54,0,96,0,0,150,0,0,0,54,0,0,0,150,150,PAN
Papua New Guinea,2007,925,900,0,46,30,86,900,0,0,970,0,0,45,30,0,0,0,1016,1016,PNG
Paraguay,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRY
Peru,2007,2800,2660,0,74,150,64,2660,0,0,2800,0,0,0,10,140,0,0,2874,2874,PER
Philippines,2007,35,0,325,59,1315,129,0,925,0,460,0,0,425,125,1190,0,600,1444,1444,PHL
Russia,2007,0,0,970,0,4270,0,0,4270,0,0,0,150,0,1120,3150,0,3150,4270,4270,
Rwanda,2007,230,230,0,0,0,0,230,0,0,230,0,0,0,0,0,0,0,230,230,RWA
Saudi Arabia,2007,0,0,580,0,595,0,0,595,0,0,0,15,0,595,0,0,0,595,595,SAU
Senegal,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,2007,0,0,590,0,690,0,0,690,0,0,0,0,0,590,100,0,100,690,690,SRB
Sierra Leone,2007,0,25,0,0,17,0,25,0,0,42,0,0,42,17,0,0,0,42,42,SLE
Singapore,2007,0,0,115,0,115,0,0,115,0,0,0,0,0,115,0,0,0,115,115,SGP
South Africa,2007,0,0,290,0,380,0,0,380,0,0,0,0,0,290,90,0,90,380,380,ZAF
Sri Lanka,2007,10,0,0,11,40,6,0,0,0,35,0,0,25,40,0,0,0,46,46,LKA
Switzerland,2007,0,0,1685,0,1435,0,250,1685,0,0,250,0,0,1435,0,0,0,1685,1685,CHE
Taiwan,2007,0,0,185,0,215,0,0,215,0,0,0,30,0,215,0,0,0,215,215,TWN
Tanzania,2007,490,760,0,415,25,360,770,0,0,740,0,0,250,25,0,10,0,1155,1155,TZA
Thailand,2007,0,0,495,7,490,102,810,495,0,900,0,0,900,220,270,810,0,1402,1402,THA
Togo,2007,0,250,0,0,2,3,250,0,0,255,0,0,255,2,0,0,0,255,255,TGO
Trinidad and Tobago,2007,1,0,0,0,1,0,1,0,0,2,1,0,1,1,0,0,0,2,2,TTO
