Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1969,67,2976,0,4085,85,4392,2976,0,0,3368,0,0,3301,85,0,0,0,7453,7453,AGO
Argentina,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1969,0,8,0,0,1,0,8,0,0,9,0,0,9,1,0,0,0,9,9,BEN
Bolivia,1969,69,44,0,5,18,12,44,0,0,69,0,0,0,18,0,0,0,74,74,BOL
Bosnia and Herzegovina,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1969,21000,18142,0,52706,8740,45831,19135,0,0,21000,11,0,0,8670,70,982,0,73706,73706,BRA
Burundi,1969,234,243,0,0,1,0,243,0,0,244,0,0,10,1,0,0,0,244,244,BDI
Cameroon,1969,369,1047,0,350,17,478,1047,0,0,1192,0,0,823,14,3,0,0,1542,1542,CMR
Canada,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1969,0,186,0,0,7,49,186,0,0,242,0,0,242,7,0,0,0,242,242,CAF
Chile,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1969,8450,7074,0,4878,1300,4954,7074,0,0,8450,0,0,0,1262,38,0,0,13328,13328,COL
Congo (Brazzaville),1969,0,15,0,6,1,15,15,0,0,25,0,0,25,1,0,0,0,31,31,
Congo (Kinshasa),1969,218,1141,0,551,110,753,1141,0,0,1453,0,0,1235,110,0,0,0,2004,2004,
Costa Rica,1969,1403,1067,0,10,140,206,1067,0,0,1403,0,0,0,140,0,0,0,1413,1413,CRI
Cote d'Ivoire,1969,0,3068,0,715,401,1597,3131,0,0,4414,9,0,4414,391,10,54,0,5129,5129,
Croatia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1969,500,175,115,108,500,48,175,115,0,500,0,0,0,500,0,0,0,723,723,CUB
Dominican Republic,1969,795,486,0,120,257,137,521,0,0,795,35,0,0,257,0,0,0,915,915,DOM
Ecuador,1969,541,563,0,202,131,89,563,0,0,581,0,0,40,117,14,0,0,783,783,ECU
Egypt,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1969,2468,1830,0,346,147,793,1874,0,0,2468,0,0,0,138,9,44,0,2814,2814,SLV
Equatorial Guinea,1969,0,110,0,0,10,0,110,0,60,120,0,0,60,10,0,0,0,120,120,GNQ
Ethiopia,1969,2991,1341,0,532,1120,1062,1341,0,0,2991,0,0,0,1120,0,0,0,3523,3523,ETH
European Union,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1969,0,9,0,4,1,5,9,0,0,11,0,0,11,1,0,0,0,15,15,GAB
Georgia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1969,0,56,0,54,9,72,56,0,0,83,0,0,83,9,0,0,0,137,137,GHA
Guatemala,1969,1941,1652,0,79,230,92,1698,0,0,1941,0,0,0,213,17,46,0,2020,2020,GTM
Guinea,1969,0,102,0,28,4,33,102,0,0,111,0,0,111,4,0,0,0,139,139,GIN
Guyana,1969,0,2,0,0,16,0,2,0,15,18,0,0,3,16,0,0,0,18,18,GUY
Haiti,1969,458,275,0,87,210,60,275,0,0,458,0,0,0,210,0,0,0,545,545,HTI
Honduras,1969,443,470,0,203,87,89,470,0,0,443,0,0,0,87,0,0,0,646,646,HND
India,1969,682,350,0,247,712,327,356,0,0,1148,0,0,466,668,44,6,0,1395,1395,IND
Indonesia,1969,186,1647,0,400,866,513,1647,0,3,2626,0,0,2437,866,0,0,0,3026,3026,IDN
Iran,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1969,21,9,6,2,18,5,9,9,0,21,0,3,0,18,0,0,0,32,32,JAM
Jordan,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1969,913,799,4,265,25,358,799,4,0,913,0,0,0,25,0,0,0,1182,1182,KEN
"Korea, South",1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1969,0,79,0,46,5,45,79,1,5,82,0,0,77,4,1,0,1,129,129,LBR
Madagascar,1969,33,865,0,529,153,335,865,0,0,824,0,0,791,153,0,0,0,1353,1353,MDG
Malawi,1969,4,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,4,MWI
Malaysia,1969,0,15,39,10,93,8,17,49,50,59,2,0,9,93,0,0,10,118,118,MYS
Mexico,1969,3082,1587,0,388,1450,393,1627,0,0,3082,25,0,0,1375,75,15,0,3470,3470,MEX
Montenegro,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1969,10,22,0,0,8,0,22,0,2,30,0,0,18,8,0,0,0,30,30,NCL
New Zealand,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1969,563,495,0,99,70,86,506,0,0,563,0,0,0,64,6,11,0,662,662,NIC
Nigeria,1969,0,36,0,13,22,28,36,13,0,60,0,11,60,20,2,0,2,86,86,NGA
North Macedonia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1969,86,30,0,7,58,5,30,0,0,86,0,0,0,58,0,0,0,93,93,PAN
Papua New Guinea,1969,408,422,0,0,6,0,422,4,1,424,0,0,15,6,0,0,4,428,428,PNG
Paraguay,1969,49,29,0,4,18,6,29,0,0,49,0,0,0,18,0,0,0,53,53,PRY
Peru,1969,951,780,0,248,217,202,780,0,0,951,0,0,0,175,42,0,0,1199,1199,PER
Philippines,1969,6,2,0,22,534,30,2,0,222,544,0,0,316,54,480,0,0,566,566,PHL
Russia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1969,208,206,0,0,2,0,206,0,0,208,0,0,0,2,0,0,0,208,208,RWA
Saudi Arabia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1969,0,102,0,55,4,58,102,0,0,109,0,0,109,4,0,0,0,164,164,SLE
Singapore,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1969,1,0,0,0,10,0,0,0,0,10,0,0,9,10,0,0,0,10,10,LKA
Switzerland,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,1969,400,701,0,184,14,67,702,0,0,599,0,0,199,2,12,1,0,783,783,TZA
Thailand,1969,1,0,0,1,92,2,0,83,0,10,0,83,9,92,0,0,0,94,94,THA
Togo,1969,0,187,0,109,1,153,187,0,0,232,0,0,232,1,0,0,0,341,341,TGO
Trinidad and Tobago,1969,1,22,0,1,10,1,25,1,0,34,0,1,33,10,0,3,0,36,36,TTO
Turkey,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uganda,1969,260,3197,0,1848,17,1913,3197,0,0,3279,0,0,3019,17,0,0,0,5127,5127,UGA
Ukraine,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR
United Kingdom,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,1969,176,10,100,51,289,28,10,100,0,176,0,0,0,216,73,0,0,327,327,USA
Uruguay,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,1969,973,288,0,157,635,206,289,0,0,973,1,0,0,635,0,0,0,1130,1130,VEN
Vietnam,1969,2,30,0,0,36,0,30,0,20,66,0,0,44,36,0,0,0,66,66,VNM
Yemen,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YEM
Yemen (Sanaa),1969,60,50,0,0,10,0,50,0,0,60,0,0,0,10,0,0,0,60,60,
Zambia,1969,1,0,0,0,6,0,0,5,0,1,0,5,0,6,0,0,0,6,6,ZMB
Zimbabwe,1969,11,6,0,3,7,4,6,3,0,11,0,3,0,7,0,0,0,17,17,ZWE
