Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1995,0,48,0,61,52,23,48,0,0,62,0,0,62,52,0,0,0,123,123,AGO
Argentina,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,1995,151,110,0,183,40,184,110,0,0,151,0,0,0,40,0,0,0,334,334,BOL
Bosnia and Herzegovina,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1995,14000,9650,4,22026,10500,16000,12330,4,0,16800,10,0,2800,10000,500,2670,0,38830,38830,BRA
Burundi,1995,434,464,0,348,2,316,464,0,0,434,0,0,0,2,0,0,0,782,782,BDI
Cameroon,1995,76,480,0,66,100,124,505,0,0,663,25,0,587,95,5,0,0,729,729,CMR
Canada,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1995,0,97,0,233,10,234,97,0,0,108,0,0,108,10,0,0,0,341,341,CAF
Chile,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1995,12939,10188,0,5680,1500,6328,10791,0,0,12939,101,0,0,1270,230,502,0,18619,18619,COL
Congo (Brazzaville),1995,0,9,0,0,3,0,9,0,0,12,0,0,12,3,0,0,0,12,12,
Congo (Kinshasa),1995,165,915,0,295,200,279,915,0,0,1099,0,0,934,200,0,0,0,1394,1394,
Costa Rica,1995,2595,2451,0,1240,235,1149,2451,0,0,2595,0,0,0,230,5,0,0,3835,3835,CRI
Cote d'Ivoire,1995,0,2627,0,1678,48,1499,3031,0,0,2900,4,0,2900,23,25,400,0,4578,4578,
Croatia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1995,285,123,0,237,194,205,123,0,0,285,0,0,0,194,0,0,0,522,522,CUB
Dominican Republic,1995,793,550,0,161,307,95,554,0,0,795,4,0,2,307,0,0,0,956,956,DOM
Ecuador,1995,1050,1285,160,50,300,40,1775,165,0,1900,20,0,850,240,60,470,5,2115,2115,ECU
Egypt,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1995,2325,2283,0,657,270,422,2290,0,0,2325,1,0,0,240,30,6,0,2982,2982,SLV
Equatorial Guinea,1995,0,2,0,2,0,2,2,0,0,2,0,0,2,0,0,0,0,4,4,GNQ
Ethiopia,1995,3800,2500,0,1260,1500,1060,2500,0,0,3800,0,0,0,1500,0,0,0,5060,5060,ETH
European Union,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1995,0,1,0,1,1,1,1,0,0,2,0,0,2,1,0,0,0,3,3,GAB
Georgia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1995,0,8,0,0,28,21,8,0,0,57,0,0,57,28,0,0,0,57,57,GHA
Guatemala,1995,3800,3720,204,30,300,40,3721,204,0,3827,1,0,27,290,10,0,0,4061,4061,GTM
Guinea,1995,0,54,0,69,50,69,54,0,0,104,0,0,104,50,0,0,0,173,173,GIN
Guyana,1995,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,5,GUY
Haiti,1995,506,172,0,182,330,186,172,0,0,506,0,0,0,330,0,0,0,688,688,HTI
Honduras,1995,2254,2279,0,297,247,25,2279,0,0,2254,0,0,0,247,0,0,0,2551,2551,HND
India,1995,1710,3170,0,1083,885,353,3562,0,0,3717,0,0,2007,765,120,392,0,4800,4800,IND
Indonesia,1995,375,4288,4,1386,2050,851,4289,4,0,5800,1,0,5425,2010,40,0,0,7190,7190,IDN
Iran,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1995,43,26,0,18,15,19,27,0,0,43,0,0,0,15,0,1,0,61,61,JAM
Jordan,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1995,1808,1895,0,741,21,638,1895,3,0,1810,0,0,2,18,3,0,3,2554,2554,KEN
"Korea, South",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1995,8,149,0,0,1,0,149,0,0,150,0,0,142,1,0,0,0,150,150,LAO
Liberia,1995,0,0,0,0,5,0,0,0,0,5,0,0,5,5,0,0,0,5,5,LBR
Madagascar,1995,47,632,0,275,167,261,632,0,0,785,0,0,738,167,0,0,0,1060,1060,MDG
Malawi,1995,91,81,0,6,2,14,81,0,0,91,0,0,0,2,0,0,0,97,97,MWI
Malaysia,1995,0,10,423,4,453,0,137,428,0,158,1,5,158,453,0,126,0,590,590,MYS
Mexico,1995,5200,4260,50,141,1060,51,4500,70,0,5400,20,0,200,470,590,220,20,5611,5611,MEX
Montenegro,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1995,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,5,NCL
New Zealand,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1995,986,877,0,220,100,210,896,0,0,986,0,0,0,90,10,19,0,1206,1206,NIC
Nigeria,1995,0,13,2,4,50,4,13,10,0,53,0,4,53,50,0,0,4,67,67,NGA
North Macedonia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1995,209,151,0,33,77,14,151,0,0,209,0,0,0,77,0,0,0,242,242,PAN
Papua New Guinea,1995,949,999,0,285,2,297,1000,12,0,1002,1,0,53,1,1,0,12,1299,1299,PNG
Paraguay,1995,45,6,0,83,20,93,15,0,0,45,0,0,0,20,0,9,0,128,128,PRY
Peru,1995,1811,1650,0,170,131,230,1650,30,0,1811,0,0,0,100,31,0,30,2011,2011,PER
Philippines,1995,76,16,0,643,1077,412,31,1,180,876,0,0,620,110,967,15,1,1520,1520,PHL
Russia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1995,330,318,0,85,1,96,318,0,0,330,0,0,0,1,0,0,0,415,415,RWA
Saudi Arabia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1995,0,36,0,13,8,13,36,0,0,44,0,0,44,8,0,0,0,57,57,SLE
Singapore,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1995,10,17,0,4,20,3,17,0,0,36,0,0,26,20,0,0,0,40,40,LKA
Switzerland,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
