Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1991,20,74,0,161,51,116,74,0,0,80,0,0,60,51,0,0,0,241,241,AGO
Argentina,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1991,0,34,0,0,1,0,34,0,0,35,0,0,35,1,0,0,0,35,35,BEN
Bolivia,1991,200,83,0,154,30,241,83,0,0,200,0,0,0,30,0,0,0,354,354,BOL
Bosnia and Herzegovina,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1991,24000,20176,0,22693,9000,20322,21871,0,0,28500,0,0,4500,8600,400,1695,0,51193,51193,BRA
Burundi,1991,544,762,0,496,2,294,762,0,0,562,0,0,18,2,0,0,0,1058,1058,BDI
Cameroon,1991,290,1736,0,44,25,183,1761,5,0,1920,25,0,1630,20,5,0,5,1969,1969,CMR
Canada,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1991,0,300,0,179,20,209,300,0,0,350,0,0,350,20,0,0,0,529,529,CAF
Chile,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1991,17980,15050,0,6210,1400,7320,15470,0,0,17980,0,0,0,1200,200,420,0,24190,24190,COL
Congo (Brazzaville),1991,0,25,0,3,1,2,25,0,0,25,0,0,25,1,0,0,0,28,28,
Congo (Kinshasa),1991,200,1360,0,245,200,185,1360,0,0,1500,0,0,1300,200,0,0,0,1745,1745,
Costa Rica,1991,2530,2275,0,964,260,959,2275,0,0,2530,0,0,0,255,5,0,0,3494,3494,CRI
Cote d'Ivoire,1991,0,2445,0,3290,38,4447,2772,0,0,3967,2,0,3967,20,18,325,0,7257,7257,
