Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1975,24,2600,0,5200,60,3640,2600,0,0,1100,0,0,1076,60,0,0,0,6300,6300,AGO
Argentina,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1975,0,24,0,6,1,0,24,0,0,19,0,0,19,1,0,0,0,25,25,BEN
Bolivia,1975,124,90,0,24,29,29,90,0,0,124,0,0,0,29,0,0,0,148,148,BOL
Bosnia and Herzegovina,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1975,22800,12091,0,22200,8000,23149,14051,0,0,23000,87,0,200,7900,100,1873,0,45200,45200,BRA
Burundi,1975,264,308,0,36,1,6,308,0,0,279,0,0,15,1,0,0,0,315,315,BDI
Cameroon,1975,370,1840,0,983,27,598,1840,0,0,1482,0,0,1112,24,3,0,0,2465,2465,CMR
Canada,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1975,0,135,0,13,11,17,135,0,0,150,0,0,150,11,0,0,0,163,163,CAF
Chile,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1975,8500,7749,0,3200,1400,2477,7823,0,0,8500,0,0,0,1330,70,74,0,11700,11700,COL
Congo (Brazzaville),1975,0,29,0,2,1,0,29,0,0,28,0,0,28,1,0,0,0,30,30,
Congo (Kinshasa),1975,161,1418,0,1251,155,750,1418,0,0,1072,0,0,911,155,0,0,0,2323,2323,
Costa Rica,1975,1276,992,0,89,172,176,1017,0,0,1276,25,0,0,172,0,0,0,1365,1365,CRI
Cote d'Ivoire,1975,0,5447,0,1567,159,1135,5539,0,0,5266,4,0,5266,143,16,88,0,6833,6833,
Croatia,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1975,365,180,149,123,400,57,180,149,0,365,0,0,0,400,0,0,0,637,637,CUB
Dominican Republic,1975,1054,731,0,159,285,102,826,0,0,1054,95,0,0,285,0,0,0,1213,1213,DOM
Ecuador,1975,996,1121,0,264,165,197,1146,0,0,1244,0,0,248,134,31,25,0,1508,1508,ECU
Egypt,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
