Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1963,54,2434,0,2284,67,2474,2434,0,0,2691,0,0,2637,67,0,0,0,4975,4975,AGO
Argentina,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1963,0,19,0,0,1,0,19,0,0,20,0,0,20,1,0,0,0,20,20,BEN
Bolivia,1963,38,29,0,7,13,3,29,0,0,38,0,0,0,13,0,0,0,45,45,BOL
Bosnia and Herzegovina,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1963,23200,18860,0,72461,9520,67272,18869,0,0,23200,7,0,0,9480,40,2,0,95661,95661,BRA
Burundi,1963,84,93,0,0,1,0,93,0,0,94,0,0,10,1,0,0,0,94,94,BDI
Cameroon,1963,235,808,0,97,0,145,808,0,0,856,0,0,621,0,0,0,0,953,953,CMR
Canada,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1963,0,153,0,3,3,27,153,0,0,180,0,0,180,3,0,0,0,183,183,CAF
Chile,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1963,7556,6311,0,2025,1129,2139,6313,0,0,7556,0,0,0,1105,24,2,0,9581,9581,COL
Congo (Brazzaville),1963,0,11,0,2,0,2,11,0,0,11,0,0,11,0,0,0,0,13,13,
Congo (Kinshasa),1963,158,633,0,13,80,350,633,0,0,1050,0,0,892,80,0,0,0,1063,1063,
Costa Rica,1963,1043,921,0,44,117,49,921,0,0,1043,0,0,0,117,0,0,0,1087,1087,CRI
Cote d'Ivoire,1963,0,3555,0,664,6,1364,3569,0,0,4275,2,0,4275,4,2,12,0,4939,4939,
Croatia,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1963,475,35,75,123,575,63,35,75,0,475,0,0,0,575,0,0,0,673,673,CUB
Dominican Republic,1963,755,536,0,59,214,64,536,0,0,755,0,0,0,214,0,0,0,814,814,DOM
