Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1998,0,55,0,5,25,10,55,0,0,85,0,0,85,25,0,0,0,90,90,AGO
Argentina,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,1998,150,101,0,171,45,175,101,0,0,150,0,0,0,45,0,0,0,321,321,BOL
Bosnia and Herzegovina,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1998,30600,21200,0,11278,12500,11470,22908,0,0,35600,8,0,5000,12000,500,1700,0,46878,46878,BRA
Burundi,1998,357,392,0,278,2,241,392,0,0,357,0,0,0,2,0,0,0,635,635,BDI
Cameroon,1998,43,1027,0,82,100,69,1027,0,0,1114,0,0,1071,95,5,0,0,1196,1196,CMR
Canada,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1998,0,194,0,229,19,230,194,0,0,214,0,0,214,19,0,0,0,443,443,CAF
Chile,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1998,10868,9649,0,4040,1450,3154,10304,0,0,10868,110,0,0,1240,210,545,0,14908,14908,COL
Congo (Brazzaville),1998,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,3,
Congo (Kinshasa),1998,55,448,0,292,200,288,448,0,0,644,0,0,589,200,0,0,0,936,936,
Costa Rica,1998,2459,2115,0,1212,305,1251,2115,0,0,2459,0,0,0,300,5,0,0,3671,3671,CRI
Cote d'Ivoire,1998,0,2127,0,1885,58,1504,2540,0,0,2217,2,0,2217,28,30,411,0,4102,4102,
Croatia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1998,280,104,0,261,200,237,104,0,0,280,0,0,0,200,0,0,0,541,541,CUB
Dominican Republic,1998,422,101,0,245,325,190,152,0,0,422,51,0,0,325,0,0,0,667,667,DOM
Ecuador,1998,722,608,0,35,310,31,1016,0,0,1322,14,0,600,250,60,394,0,1357,1357,ECU
Egypt,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1998,1860,1650,25,31,227,30,1659,25,0,1860,1,0,0,198,29,8,0,1916,1916,SLV
Equatorial Guinea,1998,0,1,0,2,0,2,1,0,0,1,0,0,1,0,0,0,0,3,3,GNQ
Ethiopia,1998,3867,1750,0,827,1633,1311,1750,0,0,3867,0,0,0,1633,0,0,0,4694,4694,ETH
European Union,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1998,0,3,0,1,1,1,3,0,0,4,0,0,4,1,0,0,0,5,5,GAB
Georgia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1998,0,83,0,29,1,0,83,0,0,55,0,0,55,1,0,0,0,84,84,GHA
Guatemala,1998,4273,4141,145,141,400,45,4141,145,0,4300,0,0,27,375,25,0,0,4586,4586,GTM
Guinea,1998,0,355,0,63,50,79,355,0,0,421,0,0,421,50,0,0,0,484,484,GIN
Guyana,1998,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,GUY
Haiti,1998,442,112,0,172,330,172,112,0,0,442,0,0,0,330,0,0,0,614,614,HTI
Honduras,1998,2494,2255,0,127,257,109,2255,0,0,2494,0,0,0,257,0,0,0,2621,2621,HND
India,1998,1615,3025,0,35,800,200,3450,0,0,4415,0,0,2800,700,100,425,0,4450,4450,IND
Indonesia,1998,485,6019,369,804,1600,486,6038,370,0,6950,19,1,6465,1565,35,0,0,8124,8124,IDN
Iran,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1998,29,21,0,34,15,27,21,0,0,29,0,0,0,15,0,0,0,63,63,JAM
Jordan,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1998,1146,1095,0,97,23,130,1095,3,0,1148,0,0,2,20,3,0,3,1248,1248,KEN
"Korea, South",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1998,0,266,0,0,17,0,266,0,0,283,0,0,283,17,0,0,0,283,283,LAO
Liberia,1998,0,13,0,0,5,0,13,0,0,18,0,0,18,5,0,0,0,18,18,LBR
Madagascar,1998,64,823,0,299,167,301,823,0,0,992,0,0,928,167,0,0,0,1291,1291,MDG
Malawi,1998,64,62,0,4,2,4,62,0,0,64,0,0,0,2,0,0,0,68,68,MWI
Malaysia,1998,0,5,264,0,254,0,325,362,0,217,1,9,217,254,0,319,89,579,579,MYS
Mexico,1998,4860,4000,100,0,960,0,4170,120,0,5010,20,0,150,455,505,150,20,5130,5130,MEX
Montenegro,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1998,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NCL
New Zealand,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1998,1079,903,0,206,155,205,925,0,0,1079,0,0,0,140,15,22,0,1285,1285,NIC
Nigeria,1998,0,13,3,10,40,23,13,13,0,53,0,5,53,40,0,0,5,76,76,NGA
North Macedonia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1998,192,147,0,25,67,3,147,0,0,192,0,0,0,67,0,0,0,217,217,PAN
Papua New Guinea,1998,1299,1341,0,318,1,336,1342,10,0,1351,1,0,52,1,0,0,10,1679,1679,PNG
Paraguay,1998,66,40,0,103,20,107,42,0,0,66,0,0,0,20,0,2,0,169,169,PRY
Peru,1998,1980,1820,0,98,200,88,1820,30,0,1980,0,0,0,50,150,0,30,2108,2108,PER
Philippines,1998,34,5,232,39,965,25,10,277,34,684,0,1,616,65,900,5,44,1000,1000,PHL
Russia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1998,222,219,0,87,3,87,219,0,0,222,0,0,0,3,0,0,0,309,309,RWA
Saudi Arabia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1998,0,22,0,13,5,13,22,0,0,27,0,0,27,5,0,0,0,40,40,SLE
Singapore,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
