Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2015,0,0,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,100,ALB
Algeria,2015,0,0,2275,0,2320,0,0,2320,0,0,0,0,0,2275,45,0,45,2320,2320,DZA
Angola,2015,0,12,0,0,13,0,12,0,0,25,0,0,25,13,0,0,0,25,25,AGO
Argentina,2015,0,0,460,0,741,0,0,741,0,0,0,16,0,476,265,0,265,741,741,ARG
Armenia,2015,0,0,190,0,190,0,0,190,0,0,0,0,0,190,0,0,0,190,190,ARM
Australia,2015,0,0,1425,0,1785,0,0,1785,0,0,0,155,0,1580,205,0,205,1785,1785,AUS
Benin,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2015,80,31,0,0,49,0,31,0,0,80,0,0,0,49,0,0,0,80,80,BOL
Bosnia and Herzegovina,2015,0,0,360,0,360,0,0,360,0,0,0,0,0,360,0,0,0,360,360,BIH
Brazil,2015,36100,31870,0,9305,20855,2372,35543,65,0,49400,28,65,13300,19750,1105,3645,0,58770,58770,BRA
Burundi,2015,240,235,0,0,5,0,235,0,0,240,0,0,0,5,0,0,0,240,240,BDI
Cameroon,2015,50,540,0,30,80,35,540,0,0,625,0,0,575,75,5,0,0,655,655,CMR
Canada,2015,0,0,2800,0,4545,0,0,4545,0,0,0,375,0,3175,1370,0,1370,4545,4545,CAN
Central African Republic,2015,0,4,0,0,4,0,4,0,0,8,0,0,8,4,0,0,0,8,8,CAF
Chile,2015,0,0,250,0,250,0,0,250,0,0,0,0,0,250,0,0,0,250,250,CHL
China,2015,1900,1342,865,225,2850,203,2030,2958,0,1900,56,460,0,1150,1700,632,1633,5083,5083,CHN
Colombia,2015,14000,11490,150,671,1415,1131,12390,265,0,14000,100,0,0,1065,350,800,115,14936,14936,COL
Congo (Brazzaville),2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Congo (Kinshasa),2015,70,70,0,10,155,5,70,0,0,220,0,0,150,155,0,0,0,230,230,
Costa Rica,2015,1625,1210,140,114,385,316,1220,182,0,1625,10,12,0,355,30,0,30,1921,1921,CRI
Cote d'Ivoire,2015,0,1300,0,30,75,15,1540,0,0,1600,0,0,1600,75,0,240,0,1630,1630,
Croatia,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
