Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2014,0,0,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,100,ALB
Algeria,2014,0,0,2165,0,2195,0,0,2195,0,0,0,0,0,2165,30,0,30,2195,2195,DZA
Angola,2014,0,6,0,0,24,0,6,0,0,30,0,0,30,24,0,0,0,30,30,AGO
Argentina,2014,0,0,450,0,710,0,0,710,0,0,0,10,0,460,250,0,250,710,710,ARG
Armenia,2014,0,0,180,0,180,0,0,180,0,0,0,0,0,180,0,0,0,180,180,ARM
Australia,2014,0,0,1310,0,1775,0,0,1775,0,0,0,190,0,1500,275,0,275,1775,1775,AUS
Benin,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2014,100,45,0,0,55,0,45,0,0,100,0,0,0,55,0,0,0,100,100,BOL
Bosnia and Herzegovina,2014,0,0,350,0,350,0,0,350,0,0,0,0,0,350,0,0,0,350,350,BIH
Brazil,2014,37300,33051,0,11946,20420,9305,36573,52,0,54300,28,52,17000,19325,1095,3494,0,66298,66298,BRA
Burundi,2014,160,160,0,5,5,0,160,0,0,160,0,0,0,5,0,0,0,165,165,BDI
Cameroon,2014,50,500,0,25,70,30,500,0,0,575,0,0,525,65,5,0,0,600,600,CMR
Canada,2014,0,0,2450,0,4495,0,0,4495,0,0,0,765,0,3215,1280,0,1280,4495,4495,CAN
Central African Republic,2014,0,2,0,15,19,0,2,0,0,6,0,0,6,19,0,0,0,21,21,CAF
Chile,2014,0,0,205,0,205,0,0,205,0,0,0,0,0,205,0,0,0,205,205,CHL
China,2014,2125,976,890,100,2416,225,1473,1889,0,2125,57,141,0,1466,950,440,858,4114,4114,CHN
Colombia,2014,13300,11615,140,961,1400,671,12420,230,0,13300,90,0,0,1100,300,715,90,14491,14491,COL
Congo (Brazzaville),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Congo (Kinshasa),2014,70,75,0,10,145,10,75,0,0,220,0,0,150,145,0,0,0,230,230,
Costa Rica,2014,1400,1170,115,130,397,114,1180,161,0,1400,10,12,0,363,34,0,34,1691,1691,CRI
Cote d'Ivoire,2014,0,1050,0,55,75,30,1350,0,0,1400,0,0,1400,75,0,300,0,1455,1455,
Croatia,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2014,150,11,0,0,139,0,11,0,0,150,0,0,0,139,0,0,0,150,150,CUB
Dominican Republic,2014,225,17,0,0,208,0,17,0,0,225,0,0,0,208,0,0,0,225,225,DOM
Ecuador,2014,120,125,825,410,265,400,890,890,0,255,5,5,135,40,225,760,60,1555,1555,ECU
Egypt,2014,0,0,480,0,480,0,0,480,0,0,0,0,0,480,0,0,0,480,480,EGY
El Salvador,2014,700,600,0,13,275,18,600,180,0,700,0,10,0,105,170,0,170,893,893,SLV
Equatorial Guinea,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNQ
Ethiopia,2014,6475,3500,0,40,2985,30,3500,0,0,6475,0,0,0,2985,0,0,0,6515,6515,ETH
European Union,2014,0,0,45140,12400,43870,12225,1445,45140,0,0,1220,0,0,41390,2480,225,0,57540,57540,
Gabon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GAB
Georgia,2014,0,0,75,0,75,0,0,75,0,0,0,0,0,75,0,0,0,75,75,GEO
Ghana,2014,0,2,0,5,2,5,2,0,0,4,0,0,4,2,0,0,0,9,9,GHA
Guatemala,2014,3125,3050,0,215,500,15,3070,185,0,3185,0,0,60,315,185,20,185,3585,3585,GTM
Guinea,2014,0,130,0,9,20,9,130,0,0,150,0,0,150,20,0,0,0,159,159,GIN
Guyana,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUY
Haiti,2014,325,2,0,15,323,15,2,0,0,325,0,0,0,323,0,0,0,340,340,HTI
Honduras,2014,5100,4760,0,300,320,340,4760,20,0,5100,0,0,0,300,20,0,20,5420,5420,HND
India,2014,1630,3358,1157,2026,1191,2586,4894,1205,0,5440,11,3,3810,758,433,1525,45,8671,8671,IND
Indonesia,2014,1270,6770,260,48,2900,53,8720,1155,0,10470,50,175,9200,2125,775,1900,720,11673,11673,IDN
Iran,2014,0,0,65,0,145,0,0,145,0,0,0,0,0,65,80,0,80,145,145,IRN
Jamaica,2014,27,22,0,0,5,0,22,0,0,27,0,0,0,5,0,0,0,27,27,JAM
Jordan,2014,0,0,230,0,470,0,0,470,0,0,0,0,0,230,240,0,240,470,470,JOR
Kazakhstan,2014,0,0,0,0,125,0,0,125,0,0,0,0,0,0,125,0,125,125,125,KAZ
Kenya,2014,780,730,0,200,31,225,730,6,0,780,0,0,0,25,6,0,6,986,986,KEN
"Korea, South",2014,0,0,2150,0,2305,0,0,2305,0,0,0,155,0,2305,0,0,0,2305,2305,
Kosovo,2014,0,0,105,0,105,0,0,105,0,0,0,0,0,105,0,0,0,105,105,
Laos,2014,0,375,0,0,100,0,375,0,0,475,0,0,475,100,0,0,0,475,475,LAO
Liberia,2014,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,LBR
Madagascar,2014,25,110,0,0,390,0,110,0,0,500,0,0,475,390,0,0,0,500,500,MDG
Malawi,2014,21,20,0,0,1,0,20,0,0,21,0,0,0,1,0,0,0,21,21,MWI
Malaysia,2014,0,0,1340,0,665,0,2775,1340,0,2100,0,0,2100,0,665,2775,0,3440,3440,MYS
Mexico,2014,2980,1525,1440,169,2339,125,2560,1675,0,3180,175,70,200,839,1500,860,165,5024,5024,MEX
Montenegro,2014,0,0,50,0,50,0,0,50,0,0,0,0,0,50,0,0,0,50,50,MNE
Morocco,2014,0,0,615,0,635,0,0,635,0,0,0,20,0,635,0,0,0,635,635,MAR
New Caledonia,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCL
New Zealand,2014,0,0,180,0,330,0,0,330,0,0,0,20,0,200,130,0,130,330,330,NZL
Nicaragua,2014,2100,1800,10,22,150,102,1925,30,0,2125,20,0,25,75,75,105,20,2177,2177,NIC
Nigeria,2014,0,3,0,0,17,0,3,0,0,20,0,0,20,17,0,0,0,20,20,NGA
North Macedonia,2014,0,0,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,100,MKD
Norway,2014,0,0,575,0,775,0,0,775,0,0,0,120,0,695,80,0,80,775,775,NOR
Panama,2014,120,12,25,0,103,0,57,40,0,120,45,0,0,88,15,0,15,160,160,PAN
Papua New Guinea,2014,760,755,0,36,55,36,755,0,0,810,0,0,50,55,0,0,0,846,846,PNG
Paraguay,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRY
Peru,2014,2900,2750,0,24,170,4,2750,0,0,2900,0,0,0,10,160,0,0,2924,2924,PER
Philippines,2014,25,0,185,100,4230,100,0,3755,0,475,0,0,450,100,4130,0,3570,4330,4330,PHL
Russia,2014,0,0,2240,0,4050,0,0,4050,0,0,0,260,0,2500,1550,0,1550,4050,4050,
Rwanda,2014,240,240,0,0,0,0,240,0,0,240,0,0,0,0,0,0,0,240,240,RWA
Saudi Arabia,2014,0,0,775,0,820,0,0,820,0,0,0,45,0,820,0,0,0,820,820,SAU
Senegal,2014,0,0,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,100,SEN
