Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,2000,0,20,0,5,20,15,20,0,0,50,0,0,50,20,0,0,0,55,55,AGO
Argentina,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEN
Bolivia,2000,173,113,0,176,60,176,113,0,0,173,0,0,0,60,0,0,0,349,349,BOL
Bosnia and Herzegovina,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,2000,26600,17290,0,9306,13100,10630,19676,0,0,34100,21,0,7500,12600,500,2365,0,43406,43406,BRA
Burundi,2000,446,407,0,308,2,345,407,0,0,446,0,0,0,2,0,0,0,754,754,BDI
Cameroon,2000,149,1145,0,67,15,20,1145,0,0,1113,0,0,964,10,5,0,0,1180,1180,CMR
Canada,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,2000,0,104,0,262,12,268,104,0,0,122,0,0,122,12,0,0,0,384,384,CAF
Chile,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,2000,10500,8780,0,2092,1530,1618,9460,16,0,10500,130,16,0,1290,240,550,0,12608,12608,COL
Congo (Brazzaville),2000,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,3,
Congo (Kinshasa),2000,73,151,0,212,200,223,151,0,0,362,0,0,289,200,0,0,0,574,574,
Costa Rica,2000,2502,2581,0,1424,345,1000,2581,0,0,2502,0,0,0,340,5,0,0,3926,3926,CRI
Cote d'Ivoire,2000,0,3660,0,1347,62,2340,4045,0,0,5100,3,0,5100,30,32,382,0,6447,6447,
Croatia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,2000,313,96,0,247,213,251,96,0,0,313,0,0,0,213,0,0,0,560,560,CUB
Dominican Republic,2000,439,122,0,360,327,350,122,0,0,439,0,0,0,327,0,0,0,799,799,DOM
Ecuador,2000,555,346,0,20,310,14,701,0,0,1005,5,0,450,250,60,350,0,1025,1025,ECU
Egypt,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,2000,1624,1493,25,5,151,2,1501,25,0,1624,1,0,0,131,20,7,0,1654,1654,SLV
Equatorial Guinea,2000,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,GNQ
Ethiopia,2000,2768,1418,0,1178,1667,861,1418,0,0,2768,0,0,0,1667,0,0,0,3946,3946,ETH
European Union,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,2000,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,GAB
Georgia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,2000,0,72,0,8,1,11,72,0,0,76,0,0,76,1,0,0,0,84,84,GHA
Guatemala,2000,4537,4414,300,50,425,75,4414,300,0,4564,0,0,27,400,25,0,0,4914,4914,GTM
Guinea,2000,0,318,0,113,50,113,318,0,0,368,0,0,368,50,0,0,0,481,481,GIN
Guyana,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUY
Haiti,2000,420,83,0,169,340,166,83,0,0,420,0,0,0,340,0,0,0,589,589,HTI
Honduras,2000,2821,2470,0,87,271,167,2470,0,0,2821,0,0,0,271,0,0,0,2908,2908,HND
India,2000,1740,3000,10,20,959,321,3770,10,0,5020,0,0,3280,819,140,770,0,5050,5050,IND
Indonesia,2000,455,5494,165,287,1335,86,5536,175,0,6495,42,10,6040,1300,35,0,0,6957,6957,IDN
Iran,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,2000,37,29,0,25,12,21,29,0,0,37,0,0,0,12,0,0,0,62,62,JAM
Jordan,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,2000,862,1207,0,600,23,237,1207,3,0,864,0,0,2,20,3,0,3,1467,1467,KEN
"Korea, South",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,2000,0,299,0,0,93,0,299,0,0,392,0,0,392,93,0,0,0,392,392,LAO
Liberia,2000,0,9,0,0,5,0,9,0,0,14,0,0,14,5,0,0,0,14,14,LBR
Madagascar,2000,21,201,0,268,90,343,201,0,0,366,0,0,345,90,0,0,0,634,634,MDG
Malawi,2000,63,68,0,10,2,3,68,0,0,63,0,0,0,2,0,0,0,73,73,MWI
Malaysia,2000,0,8,363,0,65,0,1226,591,0,700,13,23,700,65,0,1205,205,1291,1291,MYS
Mexico,2000,4600,3622,0,0,978,0,3822,0,0,4800,20,0,200,428,550,180,0,4800,4800,MEX
Montenegro,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCL
New Zealand,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,2000,1610,1415,0,284,191,258,1445,0,0,1610,0,0,0,176,15,30,0,1894,1894,NIC
Nigeria,2000,0,8,5,25,42,30,8,7,0,48,0,0,48,40,2,0,2,80,80,NGA
North Macedonia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,2000,170,70,0,25,67,58,70,0,0,170,0,0,0,67,0,0,0,195,195,PAN
Papua New Guinea,2000,988,1050,0,403,2,391,1051,0,0,1041,1,0,53,1,1,0,0,1444,1444,PNG
Paraguay,2000,46,5,0,104,20,125,5,0,0,46,0,0,0,20,0,0,0,150,150,PRY
Peru,2000,2824,2664,0,89,264,20,2664,35,0,2824,0,0,0,60,204,0,35,2948,2948,PER
Philippines,2000,40,2,191,76,900,144,3,226,35,745,0,6,670,75,825,1,29,1047,1047,PHL
Russia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,2000,273,272,0,86,2,85,272,0,0,273,0,0,0,2,0,0,0,359,359,RWA
Saudi Arabia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,2000,0,38,0,20,5,30,38,0,0,53,0,0,53,5,0,0,0,73,73,SLE
Singapore,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,2000,10,3,0,14,30,24,3,0,0,43,0,0,33,30,0,0,0,57,57,LKA
Switzerland,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,2000,628,806,0,288,15,266,816,0,0,809,0,0,181,11,4,10,0,1097,1097,TZA
Thailand,2000,0,1174,0,124,500,132,1184,0,0,1692,0,0,1692,500,0,10,0,1816,1816,THA
Togo,2000,0,195,0,65,2,65,195,0,0,197,0,0,197,2,0,0,0,262,262,TGO
Trinidad and Tobago,2000,1,0,0,0,14,0,0,0,0,14,0,0,13,14,0,0,0,14,14,TTO
Turkey,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uganda,2000,355,2917,0,71,120,131,2917,0,0,3097,0,0,2742,120,0,0,0,3168,3168,UGA
Ukraine,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR
United Kingdom,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,2000,183,0,0,0,183,0,0,0,0,183,0,0,0,183,0,0,0,183,183,USA
Uruguay,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,2000,1027,144,60,194,735,407,179,100,0,1027,30,40,0,720,15,5,0,1321,1321,VEN
Vietnam,2000,117,14667,0,260,417,509,14667,0,0,15333,0,0,15216,417,0,0,0,15593,15593,VNM
Yemen,2000,189,44,0,0,123,0,66,0,0,189,22,0,0,123,0,0,0,189,189,YEM
Yemen (Sanaa),2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zambia,2000,94,93,0,0,1,0,93,0,0,94,0,0,0,1,0,0,0,94,94,ZMB
Zimbabwe,2000,109,105,0,37,4,37,105,0,0,109,0,0,0,4,0,0,0,146,146,ZWE
