Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1983,20,440,0,967,44,743,440,0,0,260,0,0,240,44,0,0,0,1227,1227,AGO
Argentina,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1983,0,54,0,0,1,0,54,0,0,55,0,0,55,1,0,0,0,55,55,BEN
Bolivia,1983,150,120,0,32,35,27,120,0,0,150,0,0,0,35,0,0,0,182,182,BOL
Bosnia and Herzegovina,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1983,28000,16903,0,6555,8000,9659,18896,0,0,30000,54,0,2000,7775,225,1939,0,36555,36555,BRA
Burundi,1983,700,585,0,84,1,228,585,0,0,730,0,0,30,1,0,0,0,814,814,BDI
Cameroon,1983,250,1571,0,1084,55,447,1592,10,0,1000,21,0,750,47,8,0,10,2094,2094,CMR
Canada,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1983,0,172,0,42,13,7,172,0,0,150,0,0,150,13,0,0,0,192,192,CAF
Chile,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1983,13000,9744,0,11712,1860,12886,9966,0,0,13000,0,0,0,1735,125,222,0,24712,24712,COL
