Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1970,56,3016,0,4392,89,4081,3016,0,0,2794,0,0,2738,89,0,0,0,7186,7186,AGO
Argentina,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1970,0,14,0,0,1,6,14,0,0,21,0,0,21,1,0,0,0,21,21,BEN
Bolivia,1970,86,65,0,12,20,13,65,0,0,86,0,0,0,20,0,0,0,98,98,BOL
Bosnia and Herzegovina,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1970,11000,14912,0,45831,8890,31904,16037,0,0,11000,24,0,0,8815,75,1101,0,56831,56831,BRA
Burundi,1970,356,358,0,0,1,12,358,0,0,371,0,0,15,1,0,0,0,371,371,BDI
Cameroon,1970,330,1001,0,478,25,632,1001,0,0,1180,0,0,850,22,3,0,0,1658,1658,CMR
Canada,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1970,0,214,0,49,8,39,214,0,0,212,0,0,212,8,0,0,0,261,261,CAF
Chile,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1970,8000,6531,0,4954,1349,5074,6531,0,0,8000,0,0,0,1304,45,0,0,12954,12954,COL
Congo (Brazzaville),1970,0,15,0,15,1,15,15,0,0,16,0,0,16,1,0,0,0,31,31,
Congo (Kinshasa),1970,183,1203,0,753,115,657,1203,0,0,1222,0,0,1039,115,0,0,0,1975,1975,
Costa Rica,1970,1295,1020,0,206,144,337,1020,0,0,1295,0,0,0,144,0,0,0,1501,1501,CRI
Cote d'Ivoire,1970,0,3297,0,1597,538,1687,3368,0,0,3996,7,0,3996,527,11,64,0,5593,5593,
Croatia,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1970,475,210,225,48,475,63,210,225,0,475,0,0,0,475,0,0,0,748,748,CUB
Dominican Republic,1970,853,441,0,137,265,255,470,0,0,853,29,0,0,265,0,0,0,990,990,DOM
Ecuador,1970,1142,975,0,89,134,234,976,0,0,1255,0,0,113,119,15,1,0,1344,1344,ECU
Egypt,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1970,2054,1594,0,793,158,1068,1621,0,0,2054,0,0,0,148,10,27,0,2847,2847,SLV
Equatorial Guinea,1970,0,110,0,0,10,0,110,0,60,120,0,0,60,10,0,0,0,120,120,GNQ
Ethiopia,1970,2589,1332,0,1062,1170,1149,1332,0,0,2589,0,0,0,1170,0,0,0,3651,3651,ETH
European Union,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1970,0,13,0,5,1,8,13,0,0,17,0,0,17,1,0,0,0,22,22,GAB
Georgia,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1970,0,49,0,72,10,52,49,0,0,39,0,0,39,10,0,0,0,111,111,GHA
Guatemala,1970,1965,1537,0,92,246,248,1563,0,0,1965,0,0,0,228,18,26,0,2057,2057,GTM
Guinea,1970,0,103,0,33,4,51,103,0,0,125,0,0,125,4,0,0,0,158,158,GIN
Guyana,1970,0,0,0,0,11,0,0,0,8,11,0,0,3,11,0,0,0,11,11,GUY
Haiti,1970,564,358,0,60,214,52,358,0,0,564,0,0,0,214,0,0,0,624,624,HTI
Honduras,1970,545,379,0,89,90,165,379,0,0,545,0,0,0,90,0,0,0,634,634,HND
India,1970,1013,625,0,327,665,945,631,0,0,1914,0,0,901,620,45,6,0,2241,2241,IND
Indonesia,1970,168,1193,0,513,888,762,1193,0,3,2330,0,0,2159,888,0,0,0,2843,2843,IDN
Iran,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1970,21,15,13,5,20,7,15,16,0,21,0,3,0,20,0,0,0,42,42,JAM
Jordan,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1970,999,953,4,358,24,384,953,4,0,999,0,0,0,24,0,0,0,1361,1361,KEN
"Korea, South",1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1970,0,79,0,45,5,47,79,1,6,85,0,0,79,4,1,0,1,131,131,LBR
Madagascar,1970,50,842,0,335,155,581,842,0,0,1243,0,0,1193,155,0,0,0,1578,1578,MDG
Malawi,1970,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,MWI
Malaysia,1970,0,16,53,8,100,16,18,60,60,66,1,1,6,100,0,1,6,134,134,MYS
Mexico,1970,3200,1449,0,393,1512,570,1511,0,0,3200,50,0,0,1412,100,12,0,3593,3593,MEX
Montenegro,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1970,7,16,0,0,9,0,16,0,0,25,0,0,18,9,0,0,0,25,25,NCL
