Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1986,20,277,0,430,293,110,277,0,0,250,0,0,230,293,0,0,0,680,680,AGO
Argentina,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1986,0,5,0,0,1,14,5,0,0,20,0,0,20,1,0,0,0,20,20,BEN
Bolivia,1986,157,77,0,27,41,66,77,0,0,157,0,0,0,41,0,0,0,184,184,BOL
Bosnia and Herzegovina,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1986,10400,11179,0,15249,8000,8427,12722,0,0,13900,3,0,3500,7700,300,1540,0,29149,29149,BRA
Burundi,1986,479,477,0,71,1,88,477,0,0,495,0,0,16,1,0,0,0,566,566,BDI
Cameroon,1986,346,1228,0,975,133,1800,1243,10,0,2191,15,0,1845,120,13,0,10,3176,3176,CMR
Canada,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1986,0,144,0,44,16,139,144,0,0,255,0,0,255,16,0,0,0,299,299,CAF
Chile,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1986,11000,11794,0,10487,2000,7450,12037,0,0,11000,0,0,0,1860,140,243,0,21487,21487,COL
Congo (Brazzaville),1986,0,12,0,3,1,5,12,0,0,15,0,0,15,1,0,0,0,18,18,
Congo (Kinshasa),1986,180,2050,0,628,205,248,2050,0,0,1875,0,0,1695,205,0,0,0,2503,2503,
Costa Rica,1986,2566,2432,0,1003,242,855,2472,0,0,2566,40,0,0,242,0,0,0,3569,3569,CRI
Cote d'Ivoire,1986,0,2404,0,1153,30,2877,2651,0,0,4405,3,0,4405,19,11,244,0,5558,5558,
Croatia,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1986,408,225,15,147,200,145,225,15,0,408,0,0,0,200,0,0,0,570,570,CUB
Dominican Republic,1986,784,542,0,665,307,602,542,0,0,786,0,0,2,307,0,0,0,1451,1451,DOM
Ecuador,1986,1368,1600,0,549,282,715,1820,0,0,2268,50,0,900,235,47,170,0,2817,2817,ECU
Egypt,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1986,2275,2438,0,492,180,99,2488,0,0,2275,0,0,0,162,18,50,0,2767,2767,SLV
Equatorial Guinea,1986,0,8,0,3,6,7,8,0,8,18,0,0,10,6,0,0,0,21,21,GNQ
Ethiopia,1986,2700,1223,0,1661,1666,1472,1223,0,0,2700,0,0,0,1666,0,0,0,4361,4361,ETH
European Union,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1986,0,12,0,2,1,1,12,0,0,12,0,0,12,1,0,0,0,14,14,GAB
Georgia,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1986,0,14,0,9,7,6,14,0,0,18,0,0,18,7,0,0,0,27,27,GHA
Guatemala,1986,2843,2717,0,219,300,45,2717,0,0,2843,0,0,0,275,25,0,0,3062,3062,GTM
Guinea,1986,0,81,0,6,6,9,81,0,0,90,0,0,90,6,0,0,0,96,96,GIN
