Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1965,61,2696,0,2586,72,2875,2696,0,0,3057,0,0,2996,72,0,0,0,5643,5643,AGO
Argentina,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1965,0,10,0,0,1,0,10,0,0,11,0,0,11,1,0,0,0,11,11,BEN
Bolivia,1965,59,13,0,13,14,45,13,0,0,59,0,0,0,14,0,0,0,72,72,BOL
Bosnia and Herzegovina,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1965,37700,16411,0,57723,8100,70802,16521,0,0,37700,3,0,0,8050,50,107,0,95423,95423,BRA
Burundi,1965,217,226,0,0,1,0,226,0,0,227,0,0,10,1,0,0,0,227,227,BDI
Cameroon,1965,343,1134,0,262,1,304,1134,1,0,1176,0,1,833,1,0,0,0,1439,1439,CMR
Canada,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1965,0,191,0,12,4,0,191,0,0,183,0,0,183,4,0,0,0,195,195,CAF
Chile,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1965,8200,6199,0,3660,1200,4460,6200,0,0,8200,0,0,0,1173,27,1,0,11860,11860,COL
Congo (Brazzaville),1965,0,21,0,0,1,0,21,0,0,22,0,0,22,1,0,0,0,22,22,
Congo (Kinshasa),1965,103,599,0,334,90,329,599,0,0,684,0,0,581,90,0,0,0,1018,1018,
Costa Rica,1965,1001,904,0,72,124,45,904,0,0,1001,0,0,0,124,0,0,0,1073,1073,CRI
Cote d'Ivoire,1965,0,2911,0,2009,884,2527,2941,0,0,4343,6,0,4343,880,4,24,0,6352,6352,
Croatia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1965,460,85,115,83,460,113,85,115,0,460,0,0,0,460,0,0,0,658,658,CUB
Dominican Republic,1965,709,421,0,79,228,139,421,0,0,709,0,0,0,228,0,0,0,788,788,DOM
Ecuador,1965,934,846,0,91,113,92,846,0,0,960,0,0,26,103,10,0,0,1051,1051,ECU
Egypt,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1965,1810,1575,0,457,130,541,1596,0,0,1810,0,0,0,122,8,21,0,2267,2267,SLV
Equatorial Guinea,1965,0,115,0,0,11,0,115,0,63,126,0,0,63,11,0,0,0,126,126,GNQ
Ethiopia,1965,2234,1076,0,785,967,976,1076,0,0,2234,0,0,0,967,0,0,0,3019,3019,ETH
European Union,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1965,0,23,0,7,1,1,23,0,0,18,0,0,18,1,0,0,0,25,25,GAB
Georgia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1965,0,105,0,11,6,0,105,0,0,100,0,0,100,6,0,0,0,111,111,GHA
Guatemala,1965,2095,2000,0,184,215,44,2020,0,0,2095,0,0,0,200,15,20,0,2279,2279,GTM
Guinea,1965,0,166,0,0,3,0,166,0,0,169,0,0,169,3,0,0,0,169,169,GIN
Guyana,1965,0,1,0,0,18,0,1,0,16,19,0,0,3,18,0,0,0,19,19,GUY
Haiti,1965,613,407,0,53,194,65,407,0,0,613,0,0,0,194,0,0,0,666,666,HTI
Honduras,1965,461,383,0,138,78,138,383,0,0,461,0,0,0,78,0,0,0,599,599,HND
India,1965,694,393,0,255,691,325,393,0,0,1154,0,0,460,651,40,0,0,1409,1409,IND
Indonesia,1965,153,1409,0,216,781,216,1409,0,3,2190,0,0,2034,781,0,0,0,2406,2406,IDN
Iran,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1965,22,9,0,0,13,0,9,0,0,22,0,0,0,13,0,0,0,22,22,JAM
Jordan,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1965,859,917,0,299,20,221,917,0,0,859,0,0,0,20,0,0,0,1158,1158,KEN
"Korea, South",1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1965,0,68,0,2,3,4,68,1,5,72,0,1,67,3,0,0,0,75,75,LBR
Madagascar,1965,28,842,0,635,147,346,842,0,0,700,0,0,672,147,0,0,0,1335,1335,MDG
Malawi,1965,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,MWI
Malaysia,1965,0,19,64,0,108,0,21,71,46,58,2,1,12,108,0,0,6,129,129,MYS
Mexico,1965,3000,1502,0,309,1300,418,1591,0,0,3000,25,0,0,1280,20,64,0,3309,3309,MEX
Montenegro,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1965,12,29,0,0,6,0,29,0,3,35,0,0,20,6,0,0,0,35,35,NCL
New Zealand,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1965,513,443,0,143,62,131,463,0,0,513,0,0,0,58,4,20,0,656,656,NIC
Nigeria,1965,0,121,0,56,25,2,121,18,0,74,0,16,74,23,2,0,2,148,148,NGA
North Macedonia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1965,72,17,0,3,53,5,17,0,0,72,0,0,0,53,0,0,0,75,75,PAN
Papua New Guinea,1965,171,174,0,0,3,0,174,2,0,175,0,0,4,2,1,0,2,177,177,PNG
Paraguay,1965,106,90,0,0,16,0,90,0,0,106,0,0,0,16,0,0,0,106,106,PRY
Peru,1965,826,650,0,248,182,248,650,6,0,826,0,1,0,152,30,0,5,1080,1080,PER
Philippines,1965,5,0,0,52,523,32,0,0,220,503,0,0,278,40,483,0,0,555,555,PHL
Russia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1965,167,166,0,0,1,0,166,0,0,167,0,0,0,1,0,0,0,167,167,RWA
Saudi Arabia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1965,0,176,0,7,3,1,176,0,0,173,0,0,173,3,0,0,0,180,180,SLE
Singapore,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1965,1,0,0,0,10,0,0,0,0,10,0,0,9,10,0,0,0,10,10,LKA
Switzerland,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,1965,507,588,0,138,5,305,588,0,0,760,0,0,253,5,0,0,0,898,898,TZA
Thailand,1965,1,0,0,0,101,0,0,99,0,2,0,99,1,101,0,0,0,101,101,THA
Togo,1965,0,234,0,36,1,50,234,0,0,249,0,0,249,1,0,0,0,285,285,TGO
Trinidad and Tobago,1965,1,33,0,0,8,1,33,1,0,41,0,1,40,8,0,0,0,42,42,TTO
Turkey,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
