Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Albania,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB
Algeria,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZA
Angola,1960,50,1582,0,817,60,1675,1582,0,0,2500,0,0,2450,60,0,0,0,3317,3317,AGO
Argentina,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG
Armenia,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARM
Australia,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
Benin,1960,0,35,0,0,1,0,35,0,0,36,0,0,36,1,0,0,0,36,36,BEN
Bolivia,1960,28,13,0,5,11,9,13,0,0,28,0,0,0,11,0,0,0,33,33,BOL
Bosnia and Herzegovina,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIH
Brazil,1960,29800,16110,0,53520,9001,58206,16113,0,0,29800,3,0,0,8976,25,0,0,83320,83320,BRA
Burundi,1960,222,231,0,0,1,0,231,0,0,232,0,0,10,1,0,0,0,232,232,BDI
Cameroon,1960,168,748,0,47,0,154,748,0,0,855,0,0,687,0,0,0,0,902,902,CMR
Canada,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN
Central African Republic,1960,0,127,0,5,2,6,127,0,0,130,0,0,130,2,0,0,0,135,135,CAF
Chile,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHL
China,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN
Colombia,1960,7260,6043,0,894,1030,1081,6043,0,0,7260,0,0,0,1012,18,0,0,8154,8154,COL
Congo (Brazzaville),1960,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,5,5,
Congo (Kinshasa),1960,104,628,0,0,65,0,628,0,0,693,0,0,589,65,0,0,0,693,693,
Costa Rica,1960,951,825,0,97,106,117,825,0,0,951,0,0,0,106,0,0,0,1048,1048,CRI
Cote d'Ivoire,1960,0,2632,0,847,2,1349,2632,2,0,3134,0,0,3134,1,1,0,2,3983,3983,
Croatia,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HRV
Cuba,1960,700,88,15,65,612,80,88,15,0,700,0,0,0,612,0,0,0,780,780,CUB
Dominican Republic,1960,550,329,0,50,195,76,329,0,0,550,0,0,0,195,0,0,0,600,600,DOM
Ecuador,1960,584,533,0,238,94,205,533,0,0,594,0,0,10,87,7,0,0,832,832,ECU
Egypt,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY
El Salvador,1960,1452,1300,0,183,104,182,1349,0,0,1452,0,0,0,98,6,49,0,1635,1635,SLV
Equatorial Guinea,1960,0,110,0,0,10,0,110,0,60,120,0,0,60,10,0,0,0,120,120,GNQ
Ethiopia,1960,1687,921,0,196,750,212,921,0,0,1687,0,0,0,750,0,0,0,1883,1883,ETH
European Union,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,1960,0,13,0,0,1,0,13,0,0,14,0,0,14,1,0,0,0,14,14,GAB
Georgia,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO
Ghana,1960,0,35,0,8,4,23,35,0,0,54,0,0,54,4,0,0,0,62,62,GHA
Guatemala,1960,1500,1258,0,13,180,57,1276,0,0,1500,0,0,0,167,13,18,0,1513,1513,GTM
Guinea,1960,0,198,0,0,2,0,198,0,0,200,0,0,200,2,0,0,0,200,200,GIN
Guyana,1960,0,4,0,0,1,0,4,0,4,5,0,0,1,1,0,0,0,5,5,GUY
Haiti,1960,421,273,0,42,174,16,273,0,0,421,0,0,0,174,0,0,0,463,463,HTI
Honduras,1960,291,225,0,138,66,138,225,0,0,291,0,0,0,66,0,0,0,429,429,HND
India,1960,710,527,0,436,682,452,527,0,0,1225,0,0,515,647,35,0,0,1661,1661,IND
Indonesia,1960,125,641,0,216,689,216,641,0,3,1330,0,0,1202,689,0,0,0,1546,1546,IDN
Iran,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRN
Jamaica,1960,18,11,0,0,7,0,11,0,0,18,0,0,0,7,0,0,0,18,18,JAM
Jordan,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOR
Kazakhstan,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ
Kenya,1960,566,575,0,197,14,174,575,0,0,566,0,0,0,14,0,0,0,763,763,KEN
"Korea, South",1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laos,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO
Liberia,1960,0,15,0,0,1,0,15,1,4,15,0,1,11,1,0,0,0,16,16,LBR
Madagascar,1960,37,733,0,100,140,160,733,0,0,933,0,0,896,140,0,0,0,1033,1033,MDG
Malawi,1960,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,MWI
Malaysia,1960,0,83,151,0,117,0,84,156,33,45,1,1,12,117,0,0,4,201,201,MYS
Mexico,1960,2100,1376,0,92,600,142,1450,0,0,2100,59,0,0,594,6,15,0,2192,2192,MEX
Montenegro,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNE
Morocco,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR
New Caledonia,1960,10,25,0,0,5,0,25,0,2,30,0,0,18,5,0,0,0,30,30,NCL
New Zealand,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NZL
Nicaragua,1960,437,373,0,8,52,10,383,0,0,437,0,0,0,52,0,10,0,445,445,NIC
Nigeria,1960,0,9,0,2,16,6,9,11,0,18,0,9,18,14,2,0,2,31,31,NGA
North Macedonia,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MKD
Norway,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR
Panama,1960,67,21,0,7,48,5,21,0,0,67,0,0,0,48,0,0,0,74,74,PAN
Papua New Guinea,1960,32,33,0,0,1,0,33,1,0,33,0,0,1,1,0,0,1,34,34,PNG
